age,income,profession,property_type,budget,num_visits,source_lead,binary_target,total_time_spent_website,page_views_per_visit,city,lead_origin,last_activity,last_notable_activity,score_lead,label_raw,ratio_budget_income,interaction_score,label,target_multiclasse_id,prospect_id,synthetic_pair_id,video_path,transcript,sentiment,dominant_emotion,confidence_emotion,pitch_mean,energy_mean,speech_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,keyword_count,keyword_type,vision_score,audio_score,semantic_score,final_score,face_detected,landmark_count,face_center_x,face_center_y,face_width,face_height,source_class,video_id,prospect_id_video,language,duration,emotion_confidence_mean,emotion_confidence_std,face_detected_ratio,landmark_quality_score,pitch_std,energy_std,speech_rate_estimate,zero_crossing_rate_mean,spectral_centroid_mean,sentiment_label,positive_keyword_count,hesitation_keyword_count,negative_keyword_count,analysis_method,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13
22,7881.0,Unknown,Maison,587772.0,2.0,Google,0,340,2.0,Unknown,API,SMS Sent,Modified,1,Froid,74.58089074990484,2.28,cold,0,tabular_002022,cold_000683,data/raw_videos/cold/cold_19.mp4,"Après avoir vu le logement, je ne suis pas convaincu. Ce bien ne correspond pas à mes critères, je ne souhaite pas continuer avec cette option. Je ne suis pas intéressé par une négociation. Je préfère arrêter cette démarche maintenant.",positive,neutral,44.451,1395.898,0.07269,5.0,-177.266,94.753,-13.622,19.595,-0.209,5,refusal,0.359,0.836,0.4,0.519,1.0,478.0,0.474,0.293,0.379,0.266,cold,cold_19,cold_19,fr,0.0,0.44451,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,refusal,0.0,0.0,5.0,provided_video_csv,-177.266,0.0,94.753,0.0,-13.622,0.0,19.595,0.0,-0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2577.0,Unemployed,Appartement,297228.0,3.0,Google,1,92,1.0,Other Cities of Maharashtra,API,SMS Sent,Modified,1,Froid,115.33876600698488,1.984,cold,0,tabular_002025,cold_000684,data/raw_videos/cold/cold_20.mp4,"Après la visite, je confirme que ce bien ne me convient pas. Je ne ressens aucun intérêt particulier pour cet appartement. La disposition ne correspond pas à mon projet. Je ne souhaite pas avancer sur cette proposition.",negative,neutral,99.301,1141.504,0.0833,4.625,-191.02,94.42,-6.913,15.28,-14.902,4,refusal,0.452,0.9,0.05,0.425,1.0,478.0,0.468,0.319,0.34,0.243,cold,cold_20,cold_20,fr,0.0,0.99301,0.0,1.0,1.0,0.0,0.0,4.625,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-191.02,0.0,94.42,0.0,-6.913,0.0,15.28,0.0,-14.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2981.0,Unemployed,Villa,388344.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,130.27306273062732,0.0,cold,0,tabular_002026,cold_000685,data/raw_videos/cold/cold_21.mp4,"faire être honnête, ce bien ne m'intéresse pas. Il ne correspond pas à mes besoins actuelles, je ne souhaite pas aller plus loin, je ne veux pas recevoir d'autres informations, ma décision est définitive.",negative,sad,83.689,1421.559,0.09649,4.25,-176.566,78.914,-4.237,20.372,-7.48,2,refusal,0.398,0.979,0.05,0.433,1.0,478.0,0.43,0.446,0.436,0.304,cold,cold_21,cold_21,fr,0.0,0.8368899999999999,0.0,1.0,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-176.566,0.0,78.914,0.0,-4.237,0.0,20.372,0.0,-7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2500.0,Unemployed,Appartement,290598.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Modified,0,Froid,116.2392,0.0,cold,0,tabular_002029,cold_000686,data/raw_videos/cold/cold_22.mp4,"Non, cet appartement ne me plaît pas. Je ne me vois pas vivre ici. Ce n'est pas ce que je cherche. Je ne veux pas continuer la visite. Je préfère arrêter maintenant.",negative,neutral,94.142,1455.215,0.05525,4.0,-246.244,68.2,2.356,12.395,-6.145,3,refusal,0.436,0.732,0.05,0.37,1.0,478.0,0.394,0.337,0.314,0.224,cold,cold_22,cold_22,fr,0.0,0.94142,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-246.244,0.0,68.2,0.0,2.356,0.0,12.395,0.0,-6.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3956.0,Unemployed,Villa,267500.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,67.61880687563195,0.0,cold,0,tabular_002031,cold_000687,data/raw_videos/cold/cold_23.mp4,"Non, ce bien ne correspond pas à ce que je cherche. Je ne suis pas intéressé par cette proposition. La visite ne m'a pas donné envie de continuer. Je ne souhaite pas recevoir d'autres informations. Merci, mes ma réponses et non.",negative,fear,60.601,1366.122,0.0868,5.125,-206.573,76.309,-7.408,12.752,-16.971,2,refusal,0.37,0.921,0.05,0.407,1.0,478.0,0.486,0.388,0.352,0.253,cold,cold_23,cold_23,fr,0.0,0.6060099999999999,0.0,1.0,1.0,0.0,0.0,0.005125,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-206.573,0.0,76.309,0.0,-7.408,0.0,12.752,0.0,-16.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,6058.0,Unknown,Appartement,469699.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,77.5336744800264,0.0,cold,0,tabular_002035,cold_000688,data/raw_videos/cold/cold_24.mp4,"Non, je ne veux pas continuer avec ce bien. Il ne correspond pas à ce que je recherche. Je ne suis pas intéressé par une autre visite. Je ne souhaite pas recevoir de propositions similaires. Merci mais ce n'est pas pour moi.",negative,sad,73.792,1324.254,0.07318,5.25,-210.396,69.398,7.96,9.284,-10.275,4,refusal,0.365,0.839,0.05,0.381,1.0,478.0,0.38,0.296,0.351,0.248,cold,cold_24,cold_24,fr,0.0,0.73792,0.0,1.0,1.0,0.0,0.0,0.00525,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-210.396,0.0,69.398,0.0,7.96,0.0,9.284,0.0,-10.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,3056.0,Unemployed,Appartement,237016.0,3.0,Google,0,93,1.5,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,1,Froid,77.55759162303664,2.136,cold,0,tabular_002037,cold_000689,data/raw_videos/cold/cold_25.mp4,Ce logement ne m'intéresse pas. Je ne me projette pas dans cet espace. La visite ne met à pas convaincu. Je ne souhaite pas recevoir le dossier complet. Je préfère ne pas donner suite.,negative,surprise,64.307,1273.854,0.08395,4.25,-217.371,85.258,-9.476,11.859,-14.396,3,refusal,0.468,0.904,0.05,0.432,0.875,478.0,0.432,0.353,0.366,0.257,cold,cold_25,cold_25,fr,0.0,0.64307,0.0,0.875,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-217.371,0.0,85.258,0.0,-9.476,0.0,11.859,0.0,-14.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3705.0,Unemployed,Studio,153832.0,2.0,Google,0,344,2.0,Select,API,Olark Chat Conversation,Modified,1,Froid,41.52010796221322,2.2880000000000003,cold,0,tabular_002038,cold_000690,data/raw_videos/cold/cold_26.mp4,"Non, cette proposition ne m'intéresse pas. Je ne vois pas d'avantage à choisir ce bien. L'emplacement ne me convient pas. Je ne souhaite pas pour suivre les échanges. Merci mais je ne donnerai pas suite.",positive,sad,92.134,1276.398,0.09566,4.375,-208.589,85.227,2.692,9.006,-8.152,3,refusal,0.395,0.974,0.45,0.591,1.0,478.0,0.471,0.339,0.335,0.241,cold,cold_26,cold_26,fr,0.0,0.92134,0.0,1.0,1.0,0.0,0.0,4.375,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-208.589,0.0,85.227,0.0,2.692,0.0,9.006,0.0,-8.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2682.0,Unemployed,Maison,231865.0,1.0,Google,0,200,1.0,Select,API,Converted to Lead,Modified,1,Froid,86.45227442207307,1.2000000000000002,cold,0,tabular_002040,cold_000691,data/raw_videos/cold/cold_27.mp4,"Non, cette maison ne correspond pas à mon projet. Je ne suis pas intéressé par ce type de bien. Je ne souhaite pas poursuivre la discussion. Je ne veux pas visiter d'autres bien similaires. Merci, mais je m'arrête là.",negative,sad,87.258,1446.688,0.09898,4.875,-175.406,75.573,0.336,19.988,-7.535,4,refusal,0.376,0.994,0.05,0.431,1.0,478.0,0.464,0.287,0.248,0.18,cold,cold_27,cold_27,fr,0.0,0.8725799999999999,0.0,1.0,1.0,0.0,0.0,4.875,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-175.406,0.0,75.573,0.0,0.336,0.0,19.988,0.0,-7.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2500.0,Unemployed,Appartement,177500.0,2.0,Google,0,371,2.0,Select,API,Converted to Lead,Modified,1,Froid,71.0,2.342,cold,0,tabular_002045,cold_000692,data/raw_videos/cold/cold_28.mp4,Je ne souhaite pas continuer avec cette proposition. Ce bien ne correspond pas à ce que j'attends. Je ne me projet de pas du tout dans cet endroit. Je ne veux pas recevoir d'autres offres similaires.,negative,sad,96.537,1341.128,0.07486,4.5,-214.126,91.243,4.738,11.429,-4.624,2,refusal,0.399,0.849,0.05,0.394,1.0,478.0,0.414,0.34,0.363,0.239,cold,cold_28,cold_28,fr,0.0,0.96537,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-214.126,0.0,91.243,0.0,4.738,0.0,11.429,0.0,-4.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2500.0,Unemployed,Appartement,397207.0,0.0,Olark Chat,0,0,0.0,Select,API,Page Visited on Website,Page Visited on Website,0,Froid,158.8828,0.0,cold,0,tabular_002048,cold_000693,data/raw_videos/cold/cold_29.mp4,"Cette offre ne m'intéresse pas. Le logement ne correspond pas à mes critères. Je ne souhaite pas continuer les échanges. Je ne veux pas recevoir de propositions similaires. Pour moi, cette option était carte.",negative,neutral,87.592,1440.45,0.1107,4.25,-165.818,76.42,-4.404,13.709,-11.08,3,refusal,0.434,1.0,0.05,0.45,1.0,478.0,0.425,0.368,0.367,0.257,cold,cold_29,cold_29,fr,0.0,0.87592,0.0,1.0,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-165.818,0.0,76.42,0.0,-4.404,0.0,13.709,0.0,-11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,4618.0,Unemployed,Villa,548240.0,4.0,Direct Traffic,0,166,4.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,118.71805976613253,3.532,cold,0,tabular_002052,cold_000694,data/raw_videos/cold/cold_30.mp4,Je ne souhaite pas acheter ce bien. Il ne correspond pas à ce que j'ai attend. Je ne veux pas continuer avec cette option. Je ne suis pas intéressé par une négociation. Ma réponse est définitive.,negative,sad,92.349,1487.04,0.09572,4.5,-193.059,77.989,2.69,19.616,-1.136,3,refusal,0.402,0.974,0.05,0.433,1.0,478.0,0.402,0.365,0.458,0.317,cold,cold_30,cold_30,fr,0.0,0.92349,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-193.059,0.0,77.989,0.0,2.69,0.0,19.616,0.0,-1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2500.0,Unemployed,Studio,232500.0,2.0,Direct Traffic,0,144,2.0,Mumbai,Landing Page Submission,SMS Sent,Modified,1,Froid,93.0,1.888,cold,0,tabular_002057,cold_000695,data/raw_videos/cold/cold_31.mp4,"Je vais être clair, ce bien ne m'intéresse pas. Je ne cherche pas ce genre d'appartement. Les spaces ne correspond pas à mes attentes. Je ne souhaite pas recevoir de autres détails. Je préfère arrêter ici.",positive,neutral,99.978,1306.785,0.07642,4.5,-193.718,77.429,-10.023,6.486,-13.159,3,refusal,0.451,0.859,0.45,0.573,1.0,478.0,0.451,0.33,0.336,0.232,cold,cold_31,cold_31,fr,0.0,0.99978,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-193.718,0.0,77.429,0.0,-10.023,0.0,6.486,0.0,-13.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8715.0,Unknown,Appartement,999465.0,1.0,Google,0,176,1.0,Unknown,API,Converted to Lead,Modified,1,Froid,114.68330464716009,1.152,cold,0,tabular_002063,cold_000696,data/raw_videos/cold/cold_32.mp4,Je ne suis pas intéressé par ce bien. Il ne correspond ni à mon budget ni à mes attentes. Je ne souhaite pas recevoir de propositions supplémentaires. Je ne veux pas que...,positive,sad,70.783,1460.189,0.0857,4.0,-199.205,76.499,0.304,21.543,-5.08,1,refusal,0.365,0.914,0.55,0.604,1.0,478.0,0.37,0.34,0.365,0.255,cold,cold_32,cold_32,fr,0.0,0.70783,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,refusal,0.0,0.0,1.0,provided_video_csv,-199.205,0.0,76.499,0.0,0.304,0.0,21.543,0.0,-5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2500.0,Unemployed,Maison,251719.0,4.0,Google,0,329,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,1,Froid,100.6876,3.858,cold,0,tabular_002064,cold_000697,data/raw_videos/cold/cold_33.mp4,"Je ne ressens aucun intérêt pour cet appartement. Ce que vous me montrez ne répond pas à ce que je veux. Je ne souhaite pas pour suivre cet échange, je ne vais pas continuer dans cette direction. Merci.",negative,fear,73.587,1376.157,0.1176,4.75,-242.639,85.673,3.168,6.694,-13.873,1,refusal,0.389,1.0,0.1,0.457,1.0,478.0,0.527,0.31,0.417,0.282,cold,cold_33,cold_33,fr,0.0,0.73587,0.0,1.0,1.0,0.0,0.0,4.75,0.0,0.0,refusal,0.0,0.0,1.0,provided_video_csv,-242.639,0.0,85.673,0.0,3.168,0.0,6.694,0.0,-13.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2784.0,Unemployed,Studio,296681.0,2.0,Google,0,1269,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,106.56645114942528,4.138,cold,0,tabular_002065,cold_000698,data/raw_videos/cold/cold_34.mp4,"Je ne ressens aucun intérêt pour cet appartement, ce que vous me montrez n'auriez pas pas à ce que je veux. Je ne souhaite pas poursuivre cet échange, je ne vais pas continuer dans cette direction. Merci.",negative,neutral,93.555,1416.405,0.09834,4.625,-263.662,73.717,-6.075,2.845,-19.908,2,refusal,0.451,0.99,0.05,0.452,1.0,478.0,0.524,0.305,0.43,0.289,cold,cold_34,cold_34,fr,0.0,0.93555,0.0,1.0,1.0,0.0,0.0,4.625,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-263.662,0.0,73.717,0.0,-6.075,0.0,2.845,0.0,-19.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2500.0,Unemployed,Studio,566397.0,0.0,Reference,0,0,0.0,Thane & Outskirts,Lead Add Form,Email Opened,Email Opened,0,Froid,226.5588,0.0,cold,0,tabular_002066,cold_000699,data/raw_videos/cold/cold_35.mp4,"Non, cet appartement ne me plaît pas. Je ne cherche pas ce type de logement. Je ne veux pas continuer la visite. Cette offre ne m'intéresse pas. Je préfère passer à autre chose.",negative,neutral,99.871,1367.372,0.108,4.125,-200.992,75.206,-0.383,14.277,-8.56,3,refusal,0.442,1.0,0.05,0.453,1.0,478.0,0.452,0.269,0.288,0.196,cold,cold_35,cold_35,fr,0.0,0.99871,0.0,1.0,1.0,0.0,0.0,4.125,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-200.992,0.0,75.206,0.0,-0.383,0.0,14.277,0.0,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4233.0,Unemployed,Appartement,285000.0,0.0,Olark Chat,0,0,0.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,1,Froid,67.32813607370659,0.0,cold,0,tabular_002067,cold_000700,data/raw_videos/cold/cold_01.mp4,"Bonjour, non, honnêtement ce bien ne m'intéresse pas. Je ne me vois pas du tout vivre dans un endroit comme celui-ci. Ce n'est pas ce que je recherche. Et...",negative,neutral,99.97,1665.199,0.08845,3.625,-257.19,75.677,-8.983,10.673,-1.003,2,refusal,0.46,0.893,0.05,0.426,1.0,478.0,0.545,0.295,0.44,0.299,cold,cold_01,cold_01,fr,0.0,0.9997,0.0,1.0,1.0,0.0,0.0,3.625,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-257.19,0.0,75.677,0.0,-8.983,0.0,10.673,0.0,-1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6745.0,Unknown,Maison,681750.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,101.07487027427725,0.0,cold,0,tabular_002072,cold_000701,data/raw_videos/cold/cold_02.mp4,"Bonjour, non, cet appartement ne m'intéresse pas. Ce n'est pas du tout le type de bien que je recherche. Je ne me projette pas ici.",negative,neutral,87.697,1159.09,0.13215,3.125,-194.722,109.025,-20.475,0.914,-8.642,2,refusal,0.441,0.912,0.05,0.426,1.0,478.0,0.541,0.328,0.485,0.331,cold,cold_02,cold_02,fr,0.0,0.87697,0.0,1.0,1.0,0.0,0.0,3.125,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-194.722,0.0,109.025,0.0,-20.475,0.0,0.914,0.0,-8.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,5551.0,Unknown,Terrain,547995.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,98.72005044136192,0.0,cold,0,tabular_002073,cold_000702,data/raw_videos/cold/cold_03.mp4,Ce que vous montrez ne me parle pas du tout. Je ne suis pas concerné par ce type de propositions. Je ne veux pas continuer cet échange autour de ce bien. Je préfère en rester là. Merci.,negative,neutral,91.903,1367.649,0.08396,4.625,-177.865,87.39,-8.891,14.975,0.749,1,refusal,0.447,0.904,0.1,0.445,1.0,478.0,0.567,0.336,0.468,0.313,cold,cold_03,cold_03,fr,0.0,0.91903,0.0,1.0,1.0,0.0,0.0,4.625,0.0,0.0,refusal,0.0,0.0,1.0,provided_video_csv,-177.865,0.0,87.39,0.0,-8.891,0.0,14.975,0.0,0.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,3663.0,Unemployed,Appartement,196400.0,2.0,Google,0,158,1.0,Select,API,Email Link Clicked,Modified,1,Froid,53.61725361725362,1.616,cold,0,tabular_002074,cold_000703,data/raw_videos/cold/cold_04.mp4,"Non, ce n'est pas ce que je cherche. Je ne suis pas intéressé par cette offre. Je préfère arrêter maintenant. Merci.",negative,neutral,93.176,1444.975,0.05456,2.69,-301.052,62.345,12.585,34.234,14.489,3,refusal,0.455,0.596,0.05,0.335,1.0,478.0,0.489,0.522,0.347,0.279,cold,cold_04,cold_04,fr,0.0,0.93176,0.0,1.0,1.0,0.0,0.0,2.69,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-301.052,0.0,62.345,0.0,12.585,0.0,34.234,0.0,14.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2500.0,Unemployed,Maison,352616.0,4.0,Direct Traffic,0,82,4.0,Other Metro Cities,Landing Page Submission,Page Visited on Website,Modified,1,Froid,141.0464,3.3640000000000003,cold,0,tabular_002075,cold_000704,data/raw_videos/cold/cold_05.mp4,"Bonjour, je vous écoute, je serai bref. Non, honnêtement, ce bien ne m'intéresse pas. Je ne me vois pas du tout vivre dans un endroit comme celui-ci. Ce n'est pas ce que je recherche. Je ne suis pas convaincu par la visite. Je ne ressens aucun réel intérêt pour cet appartement. L'espace ne me prépare. L'ensemble ne correspond pas à mes attentes. Je ne souhaite pas continuer plus loin. Je préfère en rester là. C'est définitif. Merci pour votre temps.",positive,neutral,84.832,1679.043,0.01309,2.898,-444.888,38.459,19.54,18.879,-20.428,5,refusal,0.434,0.368,0.4,0.401,1.0,478.0,0.51,0.557,0.253,0.315,cold,cold_05,cold_05,fr,0.0,0.84832,0.0,1.0,1.0,0.0,0.0,2.898,0.0,0.0,refusal,0.0,0.0,5.0,provided_video_csv,-444.888,0.0,38.459,0.0,19.54,0.0,18.879,0.0,-20.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,6915.0,Unknown,Terrain,619488.0,2.0,Olark Chat,0,267,1.0,Mumbai,API,Form Submitted on Website,Modified,1,Froid,89.58611713665944,1.834,cold,0,tabular_002079,cold_000705,data/raw_videos/cold/cold_06.mp4,Je ne vois aucun intérêt à poursuivre. Ce bien ne correspond pas à mes besoins. Je ne souhaite pas discuter du prix. Je ne veux pas recevoir le dossier. Merci mais cette proposition ne m'intéresse pas.,negative,sad,73.579,1240.848,0.08006,4.5,-194.802,113.33,-4.497,21.409,-4.303,3,refusal,0.386,0.88,0.05,0.4,1.0,478.0,0.505,0.388,0.416,0.29,cold,cold_06,cold_06,fr,0.0,0.7357899999999999,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-194.802,0.0,113.33,0.0,-4.497,0.0,21.409,0.0,-4.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,4165.0,Unemployed,Studio,489846.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,117.61008403361345,0.0,cold,0,tabular_002082,cold_000706,data/raw_videos/cold/cold_07.mp4,"Non, je ne suis pas intéressé par ce logement. Il ne correspond pas à ce que je cherche. Je n'ai pas envie de poursuivre avec cette proposition.",positive,angry,68.472,1389.857,0.09319,3.375,-197.338,99.589,14.589,23.347,5.27,2,refusal,0.327,0.897,0.5,0.567,1.0,478.0,0.411,0.293,0.405,0.264,cold,cold_07,cold_07,fr,0.0,0.68472,0.0,1.0,1.0,0.0,0.0,3.375,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-197.338,0.0,99.589,0.0,14.589,0.0,23.347,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2500.0,Unemployed,Maison,178806.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,71.5224,0.0,cold,0,tabular_002085,cold_000707,data/raw_videos/cold/cold_08.mp4,"Non, cet appartement ne m'intéresse pas. Ce n'est pas le type de bien que je recherche. Je ne me vois pas habiter ici. Je préfère ne pas continuer la visite. Merci, mais je vais m'arrêter là.",negative,neutral,71.364,1351.221,0.06149,4.5,-213.205,93.288,-3.507,21.195,3.147,1,refusal,0.408,0.769,0.1,0.393,1.0,478.0,0.428,0.378,0.378,0.262,cold,cold_08,cold_08,fr,0.0,0.71364,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,1.0,provided_video_csv,-213.205,0.0,93.288,0.0,-3.507,0.0,21.195,0.0,3.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2500.0,Unemployed,Villa,259864.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,1,Froid,103.9456,0.0,cold,0,tabular_002086,cold_000708,data/raw_videos/cold/cold_09.mp4,"Franchement, ce n'est pas ce que je cherche. La partement ne me plaît pas. Je ne me sens pas concerné par cette offerte. Je ne veux pas continuer à la visite. Je préfère chercher autre chose.",positive,neutral,83.569,1471.217,0.05317,4.5,-231.757,89.502,-4.416,17.224,-2.643,2,refusal,0.405,0.719,0.5,0.537,1.0,478.0,0.472,0.218,0.201,0.144,cold,cold_09,cold_09,fr,0.0,0.83569,0.0,1.0,1.0,0.0,0.0,4.5,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-231.757,0.0,89.502,0.0,-4.416,0.0,17.224,0.0,-2.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,3051.0,Unemployed,Terrain,330208.0,2.0,Google,1,915,2.0,Select,API,Email Opened,Email Opened,1,Froid,108.2294329727958,3.43,cold,0,tabular_002088,cold_000709,data/raw_videos/cold/cold_10.mp4,Je ne veux pas avancer avec ce logement. Il ne répond pas à mes attentes. Je ne me projette pas du tout ici. Je ne souhaite pas organiser une autre visite. Je préfère arrêter cette démarche maintenant.,negative,neutral,93.653,1178.522,0.08022,4.625,-194.106,101.119,-1.721,20.801,-8.086,3,refusal,0.429,0.881,0.05,0.413,1.0,478.0,0.384,0.312,0.28,0.195,cold,cold_10,cold_10,fr,0.0,0.93653,0.0,1.0,1.0,0.0,0.0,4.625,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-194.106,0.0,101.119,0.0,-1.721,0.0,20.801,0.0,-8.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
