age,income,profession,property_type,budget,num_visits,source_lead,binary_target,total_time_spent_website,page_views_per_visit,city,lead_origin,last_activity,last_notable_activity,score_lead,label_raw,ratio_budget_income,interaction_score,label,target_multiclasse_id,prospect_id
28,4403.0,Unemployed,Appartement,255099.0,2.0,Google,0,1058,2.0,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,2,Tiede,57.93754258460141,3.716,warm,1,tabular_000787
20,6378.0,Unknown,Maison,559385.0,4.0,Direct Traffic,0,977,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,87.70539354029476,5.154,warm,1,tabular_000788
50,3045.0,Unemployed,Terrain,216444.0,8.0,Google,1,1335,8.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,5,Chaud,71.08177339901478,9.07,hot,2,tabular_000789
23,13470.0,Working Professional,Terrain,1224162.0,8.0,Google,1,1148,4.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,6,Chaud,90.8806236080178,7.496,hot,2,tabular_000790
67,5511.0,Unknown,Studio,416850.0,4.0,Google,0,243,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,75.6396298312466,3.686,warm,1,tabular_000791
27,2786.0,Unemployed,Studio,180000.0,8.0,Google,0,501,2.67,Select,API,Email Opened,Email Opened,2,Tiede,64.60875807609476,5.803,warm,1,tabular_000792
22,5948.0,Unknown,Maison,485944.0,2.0,Direct Traffic,0,72,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,1,Froid,81.69872225958305,1.744,cold,0,tabular_000793
40,8763.0,Unknown,Appartement,468112.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,53.41914869336985,0.0,warm,1,tabular_000794
27,6261.0,Unknown,Terrain,671220.0,10.0,Organic Search,0,869,5.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,107.2065165309056,8.238,warm,1,tabular_000795
61,4685.0,Unemployed,Studio,342900.0,9.0,Google,1,1342,3.0,Mumbai,Landing Page Submission,Email Link Clicked,Email Link Clicked,5,Chaud,73.19103521878336,8.084,hot,2,tabular_000796
19,5525.0,Unknown,Terrain,610918.0,2.0,Google,0,369,2.0,Unknown,API,Email Opened,Email Opened,0,Froid,110.57339366515838,2.338,cold,0,tabular_000797
30,3306.0,Unemployed,Appartement,395048.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,0,Froid,119.4942528735632,0.0,cold,0,tabular_000798
57,8055.0,Unknown,Villa,923715.0,4.0,Google,0,168,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,114.67597765363128,3.536,warm,1,tabular_000799
19,3068.0,Unemployed,Appartement,250000.0,4.0,Direct Traffic,1,1298,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,81.48631029986961,5.796,hot,2,tabular_000800
82,5561.0,Unknown,Terrain,582388.0,2.0,Google,0,426,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,0,Froid,104.72720733680993,2.452,cold,0,tabular_000801
80,5728.0,Unknown,Terrain,396126.0,6.0,Google,1,294,6.0,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,4,Chaud,69.15607541899442,5.388,hot,2,tabular_000802
90,3338.0,Unemployed,Maison,266728.0,0.0,Welingak Website,1,0,0.0,Other Cities,Lead Add Form,Email Opened,Email Opened,2,Tiede,79.90653085680047,0.0,warm,1,tabular_000803
34,2500.0,Unemployed,Terrain,335920.0,5.0,Referral Sites,0,255,5.0,Select,API,Email Opened,Modified,2,Tiede,134.368,4.51,warm,1,tabular_000804
26,2558.0,Unemployed,Studio,562740.0,2.0,Google,1,1300,2.0,Select,API,Email Opened,Modified,2,Tiede,219.99218139171228,4.2,warm,1,tabular_000805
32,3228.0,Unemployed,Maison,170000.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,52.66418835192069,0.0,warm,1,tabular_000806
41,6979.0,Unknown,Terrain,713508.0,4.0,Google,0,54,4.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,102.23642355638344,3.3080000000000003,cold,0,tabular_000807
55,13438.0,Working Professional,Appartement,708846.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,3,Tiede,52.74936746539664,0.0,warm,1,tabular_000808
52,3025.0,Unemployed,Terrain,195360.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,2,Tiede,64.58181818181818,0.0,warm,1,tabular_000809
66,11260.0,Working Professional,Appartement,967603.0,0.0,Reference,0,0,0.0,Other Cities,Lead Add Form,Email Opened,Modified,2,Tiede,85.93277087033748,0.0,warm,1,tabular_000810
86,2500.0,Unemployed,Appartement,317240.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Email Opened,1,Froid,126.896,0.0,cold,0,tabular_000811
79,4596.0,Unemployed,Terrain,197500.0,1.0,Google,0,300,1.0,Select,API,Converted to Lead,Modified,1,Froid,42.972149695387294,1.4,cold,0,tabular_000812
77,3092.0,Unemployed,Appartement,227826.0,13.0,Google,0,9,3.25,Select,API,Page Visited on Website,Modified,3,Tiede,73.68240620957309,7.492999999999999,warm,1,tabular_000813
67,2555.0,Unemployed,Villa,249240.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,97.54990215264188,0.0,warm,1,tabular_000814
26,3354.0,Unemployed,Maison,234640.0,5.0,Organic Search,0,115,5.0,Mumbai,Landing Page Submission,Email Opened,Modified,3,Tiede,69.9582587954681,4.23,warm,1,tabular_000815
51,8583.0,Unknown,Terrain,625086.0,6.0,Google,0,779,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,72.82838168472561,5.458,hot,2,tabular_000816
52,4890.0,Unemployed,Villa,146960.0,3.0,Google,1,1007,1.5,Select,API,Olark Chat Conversation,Olark Chat Conversation,3,Tiede,30.05316973415133,3.964,warm,1,tabular_000817
18,7548.0,Unknown,Appartement,552321.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,73.17448330683625,0.0,cold,0,tabular_000818
57,11958.0,Working Professional,Appartement,1383113.0800000003,16.0,Reference,1,1570,5.33,Select,Lead Add Form,Page Visited on Website,Page Visited on Website,5,Chaud,115.6642482020405,12.739,hot,2,tabular_000819
81,12361.0,Working Professional,Maison,689200.0,11.0,Google,1,2069,5.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,6,Chaud,55.75600679556671,11.288,hot,2,tabular_000820
39,2659.0,Unemployed,Villa,265000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,99.6615268898082,0.0,cold,0,tabular_000821
77,6719.0,Unknown,Villa,656569.0,9.0,Google,0,176,1.8,Unknown,API,Email Opened,Email Opened,2,Tiede,97.71826164607828,5.392,warm,1,tabular_000822
81,2500.0,Unemployed,Terrain,294464.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,Email Link Clicked,Email Link Clicked,1,Froid,117.7856,0.0,cold,0,tabular_000823
89,5585.0,Unknown,Appartement,727099.0,3.0,Google,0,97,3.0,Unknown,API,Converted to Lead,Modified,1,Froid,130.18782452999105,2.594,cold,0,tabular_000824
28,11999.0,Working Professional,Studio,1010500.0,6.0,Google,1,442,6.0,Select,API,Converted to Lead,Modified,5,Chaud,84.21535127927328,5.684,hot,2,tabular_000825
31,7330.0,Unknown,Terrain,696654.0,3.0,Google,0,271,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,95.04147339699864,2.942,warm,1,tabular_000826
77,8895.0,Unknown,Terrain,352750.0,1.0,Google,0,258,1.0,Unknown,API,Converted to Lead,Modified,2,Tiede,39.65711073636874,1.316,warm,1,tabular_000827
47,6703.0,Unknown,Terrain,610164.0,4.0,Google,0,1277,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,91.02849470386394,5.754,warm,1,tabular_000828
52,4063.0,Unemployed,Maison,341430.0,2.0,Referral Sites,0,480,1.0,Select,API,Email Opened,Email Opened,1,Froid,84.03396505045532,2.26,cold,0,tabular_000829
54,10674.0,Working Professional,Maison,1363696.0,6.0,Google,1,605,2.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,127.75866591718194,4.8100000000000005,warm,1,tabular_000830
22,8310.0,Unknown,Terrain,452676.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,2,Tiede,54.47364620938628,0.0,warm,1,tabular_000831
43,4592.0,Unemployed,Studio,320145.0,5.0,Olark Chat,1,968,1.25,Other Cities,API,Email Opened,Email Opened,3,Tiede,69.71798780487805,4.811,warm,1,tabular_000832
79,4544.0,Unemployed,Villa,175956.0,4.0,Google,0,1452,4.0,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,38.72271126760563,6.104,warm,1,tabular_000833
21,12475.0,Working Professional,Villa,993006.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,Modified,3,Tiede,79.59967935871744,0.0,warm,1,tabular_000834
59,8676.0,Unknown,Appartement,524096.0,3.0,Google,0,1198,3.0,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,60.40756108805901,4.796,hot,2,tabular_000835
35,11077.0,Working Professional,Villa,1383113.0800000003,2.0,Google,1,1334,2.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,3,Tiede,124.86350817008218,4.268000000000001,warm,1,tabular_000836
57,3298.0,Unemployed,Villa,340443.0,3.0,Unknown,1,1378,2.0,Select,Lead Add Form,Email Bounced,Modified,2,Tiede,103.22710733778048,4.856,warm,1,tabular_000837
89,3596.0,Unemployed,Studio,272500.0,10.0,Organic Search,0,65,5.0,Select,API,Email Opened,Email Opened,3,Tiede,75.77864293659621,6.63,warm,1,tabular_000838
56,13075.0,Working Professional,Villa,1040886.0,2.0,Organic Search,1,454,2.0,Select,API,Converted to Lead,Modified,3,Tiede,79.60887189292544,2.508,warm,1,tabular_000839
31,2500.0,Unemployed,Studio,195195.0,0.0,Reference,1,0,0.0,Thane & Outskirts,Lead Add Form,Email Opened,Email Opened,2,Tiede,78.078,0.0,warm,1,tabular_000840
49,4911.0,Unemployed,Maison,211122.0,13.0,Referral Sites,1,1097,6.5,Select,API,Olark Chat Conversation,Modified,5,Chaud,42.98961514966402,10.644,hot,2,tabular_000841
68,2500.0,Unemployed,Studio,321225.0,0.0,Reference,1,0,0.0,Other Cities,Lead Add Form,Email Opened,Modified,1,Froid,128.49,0.0,cold,0,tabular_000842
55,6877.0,Unknown,Maison,999720.0,7.0,Referral Sites,0,166,7.0,Unknown,API,Email Opened,Email Opened,2,Tiede,145.3715282826814,5.932,warm,1,tabular_000843
40,4646.0,Unemployed,Studio,165000.0,5.0,Google,1,1577,5.0,Select,API,Olark Chat Conversation,Modified,5,Chaud,35.51442100731812,7.154,hot,2,tabular_000844
80,3325.0,Unemployed,Terrain,140000.0,1.0,Organic Search,0,143,1.0,Select,API,Converted to Lead,Modified,1,Froid,42.10526315789474,1.086,cold,0,tabular_000845
32,6428.0,Unknown,Maison,894495.0,6.0,Google,0,234,6.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,139.15603609209708,5.268,warm,1,tabular_000846
42,2500.0,Unemployed,Maison,562627.0,0.0,Reference,1,0,0.0,Thane & Outskirts,Lead Add Form,Email Opened,Email Opened,1,Froid,225.0508,0.0,cold,0,tabular_000847
34,7101.0,Unknown,Villa,425523.0,5.0,Google,0,87,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,59.92437684833122,3.424,warm,1,tabular_000848
83,3160.0,Unemployed,Maison,217500.0,3.0,Direct Traffic,1,1662,3.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,68.82911392405063,5.724,hot,2,tabular_000849
70,5818.0,Unknown,Studio,698817.0,12.0,Google,0,68,3.0,Mumbai,API,Olark Chat Conversation,Modified,2,Tiede,120.11292540391888,7.0360000000000005,warm,1,tabular_000850
68,6610.0,Unknown,Terrain,431925.0,3.0,Google,0,829,1.5,Mumbai,Landing Page Submission,Converted to Lead,Modified,1,Froid,65.34417549167928,3.608,cold,0,tabular_000851
56,3076.0,Unemployed,Terrain,287100.0,2.0,Google,1,1142,1.0,Select,API,Email Opened,Email Opened,3,Tiede,93.33550065019506,3.5840000000000005,warm,1,tabular_000852
68,6197.0,Unknown,Villa,624948.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,0,Froid,100.8468613845409,0.0,cold,0,tabular_000853
87,2500.0,Unemployed,Studio,250000.0,6.0,Google,1,305,3.0,Select,API,Olark Chat Conversation,Olark Chat Conversation,4,Chaud,100.0,4.51,hot,2,tabular_000854
23,3301.0,Unemployed,Studio,275925.0,4.0,Organic Search,1,1652,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,83.58830657376552,6.504,hot,2,tabular_000855
84,6282.0,Unknown,Appartement,968683.0,5.0,Organic Search,1,1092,5.0,Unknown,API,Had a Phone Conversation,Modified,4,Chaud,154.19977714103788,6.184,hot,2,tabular_000856
24,7589.0,Unknown,Maison,778661.0,3.0,Google,0,201,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,1,Froid,102.60390038213204,2.802,cold,0,tabular_000857
68,6616.0,Unknown,Villa,700524.0,5.0,Organic Search,0,1326,5.0,Thane & Outskirts,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,105.88331318016928,6.652,warm,1,tabular_000858
89,7250.0,Unknown,Terrain,422229.0,3.0,Google,0,293,3.0,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,2,Tiede,58.23848275862069,2.986,warm,1,tabular_000859
59,4076.0,Unemployed,Appartement,242500.0,3.0,Google,1,1126,1.5,Thane & Outskirts,API,Email Opened,Email Opened,3,Tiede,59.4946025515211,4.202,warm,1,tabular_000860
81,4836.0,Unemployed,Studio,252500.0,3.0,Google,0,179,3.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,52.2125723738627,2.758,warm,1,tabular_000861
32,7149.0,Unknown,Maison,455447.0,2.0,Google,0,193,2.0,Unknown,API,SMS Sent,Modified,1,Froid,63.707791299482444,1.986,cold,0,tabular_000862
46,5791.0,Unknown,Terrain,379746.0,2.0,Google,0,168,2.0,Unknown,API,Email Opened,Email Opened,1,Froid,65.57520290105336,1.936,cold,0,tabular_000863
50,2500.0,Unemployed,Appartement,461586.0,3.0,Referral Sites,0,186,3.0,Select,API,Olark Chat Conversation,Modified,1,Froid,184.6344,2.772,cold,0,tabular_000864
44,2987.0,Unemployed,Studio,310914.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,104.08905256109809,0.0,cold,0,tabular_000865
53,7342.0,Unknown,Terrain,723428.0,3.0,Direct Traffic,0,238,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,98.53282484336692,2.876,warm,1,tabular_000866
46,2500.0,Unemployed,Terrain,245160.0,3.0,Google,0,233,3.0,Select,API,Email Opened,Email Opened,2,Tiede,98.064,2.866,warm,1,tabular_000867
55,6618.0,Unknown,Studio,578520.0,2.0,Google,0,121,2.0,Unknown,API,Email Opened,Email Opened,1,Froid,87.41613780598368,1.842,cold,0,tabular_000868
74,4897.0,Unemployed,Studio,254592.0,7.0,Direct Traffic,1,834,3.5,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,51.98938125382888,6.218,hot,2,tabular_000869
44,2500.0,Unemployed,Villa,348696.0,4.0,Google,0,50,1.33,Mumbai,API,Form Submitted on Website,Modified,0,Froid,139.4784,2.499,cold,0,tabular_000870
72,6859.0,Unknown,Terrain,769947.0,2.0,Direct Traffic,0,396,2.0,Unknown,API,Email Bounced,Modified,0,Froid,112.25353550080186,2.3920000000000003,cold,0,tabular_000871
50,2591.0,Unemployed,Studio,498684.0,5.0,Google,0,376,5.0,Other Metro Cities,Landing Page Submission,Unreachable,Modified,2,Tiede,192.4677730605944,4.752,warm,1,tabular_000872
85,2500.0,Unemployed,Appartement,277500.0,4.0,Organic Search,1,1104,4.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,111.0,5.408,warm,1,tabular_000873
83,3441.0,Unemployed,Maison,271816.0,2.0,Direct Traffic,0,297,2.0,Select,API,Email Bounced,Email Bounced,1,Froid,78.9933158965417,2.194,cold,0,tabular_000874
27,4648.0,Unemployed,Villa,243399.0,6.0,Organic Search,1,1276,3.0,Other Cities,API,Email Opened,Email Opened,5,Chaud,52.36639414802065,6.452,hot,2,tabular_000875
22,2500.0,Unemployed,Studio,549936.0,5.0,Google,0,75,2.5,Other Cities,Landing Page Submission,Email Link Clicked,Email Link Clicked,1,Froid,219.9744,3.4,cold,0,tabular_000876
55,2744.0,Unemployed,Maison,225000.0,0.0,Olark Chat,1,0,0.0,Select,API,Olark Chat Conversation,Modified,2,Tiede,81.99708454810495,0.0,warm,1,tabular_000877
30,2785.0,Unemployed,Villa,215073.0,5.0,Organic Search,1,893,5.0,Select,API,Email Opened,Email Opened,4,Chaud,77.22549371633752,5.786,hot,2,tabular_000878
48,5909.0,Unknown,Terrain,463650.0,3.0,Google,0,89,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,78.46505330851244,2.578,warm,1,tabular_000879
64,7878.0,Unknown,Maison,305015.0,3.0,Olark Chat,0,645,1.0,Unknown,API,Page Visited on Website,Modified,1,Froid,38.717314039096216,3.09,cold,0,tabular_000880
69,12891.0,Working Professional,Villa,661272.0,4.0,Google,1,638,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,51.297184081917614,4.476,hot,2,tabular_000881
73,4536.0,Unemployed,Studio,333800.0,4.0,Google,0,938,4.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,2,Tiede,73.58906525573192,5.0760000000000005,warm,1,tabular_000882
32,6270.0,Unknown,Studio,647628.0,6.0,Google,0,296,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,103.28995215311004,5.392,warm,1,tabular_000883
46,3343.0,Unemployed,Villa,199850.0,5.0,Google,0,120,5.0,Mumbai,Landing Page Submission,Unreachable,Modified,3,Tiede,59.78163326353575,4.24,warm,1,tabular_000884
25,10573.0,Working Professional,Terrain,599013.0,9.0,Organic Search,1,1047,9.0,Tier II Cities,Landing Page Submission,Email Opened,Email Opened,6,Chaud,56.65497020713137,9.294,hot,2,tabular_000885
22,7160.0,Unknown,Villa,937552.0,8.0,Direct Traffic,0,88,8.0,Unknown,API,Email Bounced,Modified,2,Tiede,130.94301675977653,6.5760000000000005,warm,1,tabular_000886
46,2500.0,Unemployed,Appartement,205000.0,2.0,Organic Search,0,602,2.0,Select,API,Email Opened,Email Opened,1,Froid,82.0,2.8040000000000003,cold,0,tabular_000887
64,4506.0,Unemployed,Villa,308032.0,6.0,Google,1,168,2.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,3,Tiede,68.36040834442964,3.936,warm,1,tabular_000888
85,2500.0,Unemployed,Villa,385760.0,4.0,Google,0,1051,4.0,Mumbai,Landing Page Submission,Email Link Clicked,Email Link Clicked,2,Tiede,154.304,5.302,warm,1,tabular_000889
62,11485.0,Working Professional,Studio,796320.0,4.0,Google,1,854,4.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,4,Chaud,69.33565520243796,4.908,hot,2,tabular_000890
19,2500.0,Unemployed,Terrain,131456.0,7.0,Google,0,1762,7.0,Select,API,Email Opened,Email Opened,4,Chaud,52.5824,9.124,hot,2,tabular_000891
44,2921.0,Unemployed,Villa,539350.0,4.0,Referral Sites,1,453,2.0,Mumbai,Landing Page Submission,Email Link Clicked,Email Link Clicked,1,Froid,184.64566929133855,3.506,cold,0,tabular_000892
53,4916.0,Unemployed,Maison,211260.0,6.0,Google,1,1966,6.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,5,Chaud,42.9739625711961,8.732,hot,2,tabular_000893
53,4294.0,Unemployed,Studio,299160.0,2.0,Google,0,1494,2.0,Select,API,Converted to Lead,Modified,2,Tiede,69.66930600838378,4.588,warm,1,tabular_000894
43,6335.0,Unknown,Studio,634284.0,8.0,Organic Search,0,36,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,100.12375690607736,4.672,cold,0,tabular_000895
60,3191.0,Unemployed,Villa,301340.0,5.0,Direct Traffic,0,887,2.5,Mumbai,Landing Page Submission,Unreachable,Modified,2,Tiede,94.43434659981196,5.024,warm,1,tabular_000896
44,2500.0,Unemployed,Maison,387765.0,17.0,Direct Traffic,1,59,2.57,Other Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,155.106,9.389,warm,1,tabular_000897
86,7429.0,Unknown,Villa,537962.0,5.0,Referral Sites,0,331,1.67,Other Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,72.41378382016423,3.663,warm,1,tabular_000898
37,2638.0,Unemployed,Maison,298296.0,2.0,Google,0,164,2.0,Mumbai,Landing Page Submission,Converted to Lead,Modified,0,Froid,113.07657316148595,1.928,cold,0,tabular_000899
28,10812.0,Working Professional,Studio,1259676.0,2.0,Google,1,1585,2.0,Select,API,Email Opened,Email Opened,3,Tiede,116.5072142064373,4.77,warm,1,tabular_000900
55,2517.0,Unemployed,Maison,201422.0,5.0,Google,1,1169,5.0,Mumbai,Landing Page Submission,Email Opened,Modified,5,Chaud,80.02463249900676,6.338,hot,2,tabular_000901
23,2500.0,Unemployed,Villa,152500.0,4.0,Organic Search,1,1425,4.0,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,61.0,6.050000000000001,hot,2,tabular_000902
89,4381.0,Unemployed,Appartement,397946.0,8.0,Google,0,1071,8.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,4,Chaud,90.83451266834057,8.542000000000002,hot,2,tabular_000903
40,6357.0,Unknown,Appartement,545076.0,4.0,Google,0,12,4.0,Mumbai,Landing Page Submission,Form Submitted on Website,Modified,2,Tiede,85.74421897121283,3.224,warm,1,tabular_000904
64,6768.0,Unknown,Maison,471800.0,3.0,Organic Search,0,180,3.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,69.71040189125296,2.76,warm,1,tabular_000905
63,4365.0,Unemployed,Villa,476766.0,2.0,Google,0,271,1.0,Select,API,Email Opened,Email Opened,0,Froid,109.22474226804124,1.842,cold,0,tabular_000906
29,6517.0,Unknown,Terrain,842542.0,4.0,Organic Search,0,139,4.0,Other Cities,Landing Page Submission,Olark Chat Conversation,Modified,1,Froid,129.28371950283872,3.478,cold,0,tabular_000907
30,4075.0,Unemployed,Appartement,257500.0,3.0,Google,1,781,3.0,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,3,Tiede,63.19018404907976,3.962,warm,1,tabular_000908
79,6449.0,Unknown,Studio,614592.0,9.0,Organic Search,0,338,2.25,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,95.300356644441,5.851,warm,1,tabular_000909
77,5926.0,Unknown,Villa,699034.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,0,Froid,117.9605129935876,0.0,cold,0,tabular_000910
60,3589.0,Unemployed,Villa,412676.0,3.0,Google,1,117,1.5,Select,API,Olark Chat Conversation,Modified,1,Froid,114.98356088046808,2.184,cold,0,tabular_000911
85,2500.0,Unemployed,Appartement,350250.0,7.0,Direct Traffic,0,1028,3.5,Select,API,Email Opened,Modified,3,Tiede,140.1,6.606,warm,1,tabular_000912
22,3145.0,Unemployed,Terrain,300000.0,6.0,Organic Search,0,406,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,95.38950715421304,4.712,warm,1,tabular_000913
54,2500.0,Unemployed,Studio,140000.0,12.0,Google,1,341,3.0,Select,API,Email Opened,Email Opened,4,Chaud,56.0,7.582000000000001,hot,2,tabular_000914
89,4383.0,Unemployed,Terrain,277500.0,0.0,Olark Chat,1,0,0.0,Select,API,Unreachable,Modified,2,Tiede,63.31279945242984,0.0,warm,1,tabular_000915
48,5518.0,Unknown,Studio,611010.0,2.0,Google,0,250,2.0,Thane & Outskirts,Landing Page Submission,Had a Phone Conversation,Had a Phone Conversation,0,Froid,110.73033707865169,2.1,cold,0,tabular_000916
26,2500.0,Unemployed,Appartement,222500.0,4.0,Direct Traffic,0,171,2.0,Select,Landing Page Submission,Email Opened,Email Opened,1,Froid,89.0,2.942,cold,0,tabular_000917
68,5666.0,Unknown,Villa,573600.0,13.0,Organic Search,0,78,2.17,Mumbai,API,Page Visited on Website,Page Visited on Website,1,Froid,101.23543946346628,7.306999999999999,cold,0,tabular_000918
46,3108.0,Unemployed,Studio,199500.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,2,Tiede,64.1891891891892,0.0,warm,1,tabular_000919
57,4567.0,Unemployed,Villa,438368.0,7.0,Google,0,60,3.5,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,3,Tiede,95.98598642434858,4.67,warm,1,tabular_000920
58,5902.0,Unknown,Maison,415744.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,70.44120637072179,0.0,cold,0,tabular_000921
28,2500.0,Unemployed,Maison,176436.0,2.0,Referral Sites,0,494,2.0,Select,API,Email Opened,Email Opened,1,Froid,70.5744,2.588,cold,0,tabular_000922
40,3659.0,Unemployed,Appartement,444754.0,11.0,Google,1,1551,2.75,Select,API,SMS Sent,Modified,3,Tiede,121.55069691172451,9.427,warm,1,tabular_000923
18,4845.0,Unemployed,Appartement,207200.0,2.0,Google,1,1499,1.0,Select,API,Email Opened,Email Opened,3,Tiede,42.765737874097006,4.298,warm,1,tabular_000924
63,4978.0,Unemployed,Appartement,445618.0,8.0,Organic Search,0,266,8.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,89.51747689835275,6.932,warm,1,tabular_000925
38,4944.0,Unemployed,Maison,436224.0,6.0,Google,1,1117,6.0,Other Cities of Maharashtra,API,Email Opened,Modified,5,Chaud,88.23300970873787,7.034,hot,2,tabular_000926
53,6096.0,Unknown,Studio,962208.0,4.0,blog,0,677,4.0,Unknown,Landing Page Submission,Email Opened,Email Opened,1,Froid,157.84251968503938,4.554,cold,0,tabular_000927
71,4198.0,Unemployed,Terrain,280000.0,3.0,Google,0,388,1.5,Select,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,66.69842782277274,2.726,cold,0,tabular_000928
74,13509.61,Working Professional,Appartement,1077830.0,14.0,Google,0,63,2.8,Select,API,Page Visited on Website,Page Visited on Website,3,Tiede,79.7824659631181,7.966,warm,1,tabular_000929
18,7652.0,Unknown,Terrain,360072.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,47.0559330893884,0.0,cold,0,tabular_000930
80,2500.0,Unemployed,Terrain,279360.0,3.0,Organic Search,0,519,3.0,Other Cities of Maharashtra,Landing Page Submission,Page Visited on Website,Modified,1,Froid,111.744,3.438,cold,0,tabular_000931
71,3482.0,Unemployed,Maison,362622.0,4.0,Google,0,137,4.0,Mumbai,Landing Page Submission,Visited Booth in Tradeshow,Modified,1,Froid,104.1418724870764,3.474,cold,0,tabular_000932
72,8539.0,Unknown,Studio,952476.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Olark Chat Conversation,1,Froid,111.54420892376156,0.0,cold,0,tabular_000933
57,2937.0,Unemployed,Maison,329897.0,3.0,Google,0,984,3.0,Select,API,SMS Sent,Modified,1,Froid,112.324480762683,4.368,cold,0,tabular_000934
