video_path,label,transcript,sentiment,dominant_emotion,confidence_emotion,pitch_mean,energy_mean,speech_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,keyword_count,keyword_type,vision_score,audio_score,semantic_score,face_detected,landmark_count,face_center_x,face_center_y,face_width,face_height,video_id,prospect_id,language,duration,emotion_confidence_mean,emotion_confidence_std,face_detected_ratio,landmark_quality_score,pitch_std,energy_std,speech_rate_estimate,zero_crossing_rate_mean,spectral_centroid_mean,sentiment_label,positive_keyword_count,hesitation_keyword_count,negative_keyword_count,analysis_method,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13
data/raw_videos/cold/cold_35.mp4,cold,"Non, cet appartement ne me plaît pas. Je ne cherche pas ce type de logement. Je ne veux pas continuer la visite. Cette offre ne m'intéresse pas. Je préfère passer à autre chose.",negative,neutral,99.871,1367.372,0.108,4.125,-200.992,75.206,-0.383,14.277,-8.56,3,refusal,0.442,1.0,0.05,1.0,478.0,0.452,0.269,0.288,0.196,cold_35,cold_35,fr,0.0,0.99871,0.0,1.0,1.0,0.0,0.0,4.125,0.0,0.0,refusal,0,0,3,provided_video_csv,-200.992,0.0,75.206,0.0,-0.383,0.0,14.277,0.0,-8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid1.mp4,warm,,WARM,neutral,0.2756411213132891,218.7261337067713,0.1143676415085792,125.0,-204.90333557128903,75.48455047607422,-11.001487731933594,14.599879264831545,-17.30164337158203,0,hesitation,0.3375289529059737,0.2795717753690669,0.2454861304428803,1.0,0.0,0.0,0.0,0.0,0.0,vid1,warm_vid1,fr,0.0,0.2756411213132891,0.0,1.0,1.0,0.0,0.0,0.125,0.0,0.0,hesitation,0,0,0,provided_video_csv,-204.90333557128903,0.0,75.48455047607422,0.0,-11.001487731933594,0.0,14.599879264831545,0.0,-17.30164337158203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid10.mp4,warm,,WARM,neutral,0.2479599805538715,100.4592743466188,0.0515222214162349,125.0,-236.15969848632807,100.88375091552734,2.370521545410156,19.197004318237305,-2.4372596740722656,0,hesitation,0.3189778259403851,0.2627071144912592,0.225248537389511,1.0,0.0,0.0,0.0,0.0,0.0,vid10,warm_vid10,fr,0.0,0.2479599805538715,0.0,1.0,1.0,0.0,0.0,0.125,0.0,0.0,hesitation,0,0,0,provided_video_csv,-236.15969848632807,0.0,100.88375091552734,0.0,2.370521545410156,0.0,19.197004318237305,0.0,-2.4372596740722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid11.mp4,warm,,WARM,neutral,0.2686302501094006,113.85595680108696,0.0807315334677696,104.16666666666669,-206.16864013671875,98.6421890258789,5.326259136199951,35.24245071411133,2.329530477523804,0,hesitation,0.3731283354214008,0.3119348503830916,0.28432182045971,1.0,0.0,0.0,0.0,0.0,0.0,vid11,warm_vid11,fr,0.0,0.2686302501094006,0.0,1.0,1.0,0.0,0.0,0.1041666666666666,0.0,0.0,hesitation,0,0,0,provided_video_csv,-206.16864013671875,0.0,98.6421890258789,0.0,5.326259136199951,0.0,35.24245071411133,0.0,2.329530477523804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid12.mp4,warm,,WARM,neutral,0.2485832239136229,100.99668048338332,0.0312569588422775,156.25,-342.2024230957031,104.1831283569336,5.937325954437256,23.52008819580078,8.347942352294922,0,hesitation,0.4152516550059224,0.3502287772781113,0.3302745327337336,1.0,0.0,0.0,0.0,0.0,0.0,vid12,warm_vid12,fr,0.0,0.2485832239136229,0.0,1.0,1.0,0.0,0.0,0.15625,0.0,0.0,hesitation,0,0,0,provided_video_csv,-342.2024230957031,0.0,104.1831283569336,0.0,5.937325954437256,0.0,23.52008819580078,0.0,8.347942352294922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid13.mp4,warm,,WARM,neutral,0.2409811925312388,223.21381531701107,0.0649360418319702,93.75,-293.03094482421875,85.25120544433594,16.524822235107422,13.940546035766602,-4.724972248077393,0,hesitation,0.39994937484472,0.3363176134952,0.31358113619424,1.0,0.0,0.0,0.0,0.0,0.0,vid13,warm_vid13,fr,0.0,0.2409811925312388,0.0,1.0,1.0,0.0,0.0,0.09375,0.0,0.0,hesitation,0,0,0,provided_video_csv,-293.03094482421875,0.0,85.25120544433594,0.0,16.524822235107422,0.0,13.940546035766602,0.0,-4.724972248077393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid14.mp4,warm,,WARM,neutral,0.2941517392019218,219.91134379370035,0.0737078264355659,125.0,-268.5845031738281,78.00421905517578,-6.406309127807617,20.880022048950195,-10.107945442199709,0,hesitation,0.4564783092540592,0.3877075538673265,0.3752490646407918,1.0,0.0,0.0,0.0,0.0,0.0,vid14,warm_vid14,fr,0.0,0.2941517392019218,0.0,1.0,1.0,0.0,0.0,0.125,0.0,0.0,hesitation,0,0,0,provided_video_csv,-268.5845031738281,0.0,78.00421905517578,0.0,-6.406309127807617,0.0,20.880022048950195,0.0,-10.107945442199709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid15.mp4,warm,,WARM,neutral,0.2918902599937686,197.6389251290692,0.0680284574627876,125.0,-256.9843139648437,96.10879516601562,0.4242940247058868,13.27272129058838,-8.04273509979248,0,hesitation,0.4991795928155971,0.4265269025596337,0.4218322830715605,1.0,0.0,0.0,0.0,0.0,0.0,vid15,warm_vid15,fr,0.0,0.2918902599937686,0.0,1.0,1.0,0.0,0.0,0.125,0.0,0.0,hesitation,0,0,0,provided_video_csv,-256.9843139648437,0.0,96.10879516601562,0.0,0.4242940247058868,0.0,13.27272129058838,0.0,-8.04273509979248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid16.mp4,warm,,WARM,neutral,0.2363168111882831,224.373752669326,0.0643481016159057,98.6842105263158,-260.74127197265625,95.58079528808594,7.896585464477539,22.90555763244629,-8.427437782287598,0,hesitation,0.5419091566368124,0.4653719605789203,0.4684463526947043,1.0,0.0,0.0,0.0,0.0,0.0,vid16,warm_vid16,fr,0.0,0.2363168111882831,0.0,1.0,1.0,0.0,0.0,0.0986842105263157,0.0,0.0,hesitation,0,0,0,provided_video_csv,-260.74127197265625,0.0,95.58079528808594,0.0,7.896585464477539,0.0,22.90555763244629,0.0,-8.427437782287598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid17.mp4,warm,,WARM,neutral,0.2148957381918972,214.22064300041183,0.051497608423233,133.92857142857142,-278.4012145996094,88.54429626464844,0.2048927098512649,22.45047950744629,-8.709656715393066,0,hesitation,0.5243979710953897,0.4494527009958088,0.4493432411949706,1.0,0.0,0.0,0.0,0.0,0.0,vid17,warm_vid17,fr,0.0,0.2148957381918972,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-278.4012145996094,0.0,88.54429626464844,0.0,0.2048927098512649,0.0,22.45047950744629,0.0,-8.709656715393066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid18.mp4,warm,,WARM,neutral,0.245257160300022,200.7971321669565,0.0613185167312622,133.92857142857142,-270.9003295898437,80.76177978515625,-6.746910572052002,10.994977951049805,-11.596314430236816,0,hesitation,0.6126227090156172,0.5296570081960157,0.5455884098352187,1.0,0.0,0.0,0.0,0.0,0.0,vid18,warm_vid18,fr,0.0,0.245257160300022,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-270.9003295898437,0.0,80.76177978515625,0.0,-6.746910572052002,0.0,10.994977951049805,0.0,-11.596314430236816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid19.mp4,warm,,WARM,neutral,0.2195021018863842,202.4333722838036,0.0707150548696518,133.92857142857142,-256.4752502441406,94.15745544433594,-2.773024559020996,21.786216735839844,-0.5082942247390747,0,hesitation,0.7482936465064074,0.6529942240967339,0.6935930689160806,1.0,0.0,0.0,0.0,0.0,0.0,vid19,warm_vid19,fr,0.0,0.2195021018863842,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-256.4752502441406,0.0,94.15745544433594,0.0,-2.773024559020996,0.0,21.786216735839844,0.0,-0.5082942247390747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid2.mp4,warm,,WARM,neutral,0.2616393503615005,106.7397168834609,0.0617850609123706,144.23076923076923,-240.88137817382807,104.02904510498048,-3.215365171432495,28.974733352661133,-2.015998363494873,0,hesitation,0.3707512282182176,0.3097738438347432,0.2817286126016919,1.0,0.0,0.0,0.0,0.0,0.0,vid2,warm_vid2,fr,0.0,0.2616393503615005,0.0,1.0,1.0,0.0,0.0,0.1442307692307692,0.0,0.0,hesitation,0,0,0,provided_video_csv,-240.88137817382807,0.0,104.02904510498048,0.0,-3.215365171432495,0.0,28.974733352661133,0.0,-2.015998363494873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid20.mp4,warm,,WARM,neutral,0.2266821637386555,189.5636117090029,0.0687914416193962,117.1875,-262.9997253417969,82.82608795166016,0.3550175428390503,21.80633354187012,-5.977420330047607,0,hesitation,0.3687639492423565,0.3079672265839605,0.2795606719007525,1.0,0.0,0.0,0.0,0.0,0.0,vid20,warm_vid20,fr,0.0,0.2266821637386555,0.0,1.0,1.0,0.0,0.0,0.1171875,0.0,0.0,hesitation,0,0,0,provided_video_csv,-262.9997253417969,0.0,82.82608795166016,0.0,0.3550175428390503,0.0,21.80633354187012,0.0,-5.977420330047607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid21.mp4,warm,,WARM,neutral,0.2867638749338331,233.5325997139248,0.0700753182172775,117.1875,-202.76373291015625,75.59642791748047,-13.793575286865234,24.685043334960938,-14.323159217834473,0,hesitation,0.4232229644061054,0.3574754221873686,0.3389705066248423,1.0,0.0,0.0,0.0,0.0,0.0,vid21,warm_vid21,fr,0.0,0.2867638749338331,0.0,1.0,1.0,0.0,0.0,0.1171875,0.0,0.0,hesitation,0,0,0,provided_video_csv,-202.76373291015625,0.0,75.59642791748047,0.0,-13.793575286865234,0.0,24.685043334960938,0.0,-14.323159217834473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid22.mp4,warm,,WARM,neutral,0.2943322536681416,204.0105139573133,0.0599564872682094,144.23076923076923,-285.1642150878906,84.7224349975586,3.4972116947174072,23.637104034423828,-4.464304447174072,0,hesitation,0.4060469561058512,0.3418608691871374,0.3202330430245649,1.0,0.0,0.0,0.0,0.0,0.0,vid22,warm_vid22,fr,0.0,0.2943322536681416,0.0,1.0,1.0,0.0,0.0,0.1442307692307692,0.0,0.0,hesitation,0,0,0,provided_video_csv,-285.1642150878906,0.0,84.7224349975586,0.0,3.4972116947174072,0.0,23.637104034423828,0.0,-4.464304447174072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid23.mp4,warm,,WARM,neutral,0.2321924806552867,213.23899609405484,0.0657649710774421,98.6842105263158,-275.0094299316406,103.32857513427734,-14.090665817260742,13.501648902893066,-7.4260406494140625,0,hesitation,0.4481038841533263,0.3800944401393876,0.366113328167265,1.0,0.0,0.0,0.0,0.0,0.0,vid23,warm_vid23,fr,0.0,0.2321924806552867,0.0,1.0,1.0,0.0,0.0,0.0986842105263157,0.0,0.0,hesitation,0,0,0,provided_video_csv,-275.0094299316406,0.0,103.32857513427734,0.0,-14.090665817260742,0.0,13.501648902893066,0.0,-7.4260406494140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid24.mp4,warm,,WARM,surprise,0.2103820539490374,166.2752610144852,0.0747304633259773,117.1875,-269.05255126953125,111.6707763671875,13.96574592590332,26.280723571777344,-6.076583385467529,0,hesitation,0.491658716372721,0.4196897421570191,0.4136276905884229,1.0,0.0,0.0,0.0,0.0,0.0,vid24,warm_vid24,fr,0.0,0.2103820539490374,0.0,1.0,1.0,0.0,0.0,0.1171875,0.0,0.0,hesitation,0,0,0,provided_video_csv,-269.05255126953125,0.0,111.6707763671875,0.0,13.96574592590332,0.0,26.280723571777344,0.0,-6.076583385467529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid25.mp4,warm,,WARM,surprise,0.2125722771302948,164.550119556186,0.0752603486180305,104.16666666666669,-228.8338623046875,92.96733856201172,0.2180654853582382,17.11724281311035,-11.834396362304688,0,hesitation,0.539029273392631,0.4627538849023917,0.46530466188287,1.0,0.0,0.0,0.0,0.0,0.0,vid25,warm_vid25,fr,0.0,0.2125722771302948,0.0,1.0,1.0,0.0,0.0,0.1041666666666666,0.0,0.0,hesitation,0,0,0,provided_video_csv,-228.8338623046875,0.0,92.96733856201172,0.0,0.2180654853582382,0.0,17.11724281311035,0.0,-11.834396362304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid26.mp4,warm,,WARM,neutral,0.2502082584722528,121.68495381496489,0.0584615655243396,110.29411764705884,-255.57948303222656,92.35614776611328,-5.276638507843018,20.647275924682617,13.162556648254396,0,hesitation,0.5227158369669149,0.4479234881517407,0.4475081857820888,1.0,0.0,0.0,0.0,0.0,0.0,vid26,warm_vid26,fr,0.0,0.2502082584722528,0.0,1.0,1.0,0.0,0.0,0.1102941176470588,0.0,0.0,hesitation,0,0,0,provided_video_csv,-255.57948303222656,0.0,92.35614776611328,0.0,-5.276638507843018,0.0,20.647275924682617,0.0,13.162556648254396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid27.mp4,warm,,WARM,neutral,0.2712602645293037,110.67754683494344,0.064482606947422,93.75,-249.51502990722656,133.4457550048828,-8.077789306640625,29.566669464111328,-2.8023808002471924,0,hesitation,0.6126227090156172,0.5296570081960157,0.5455884098352187,1.0,0.0,0.0,0.0,0.0,0.0,vid27,warm_vid27,fr,0.0,0.2712602645293037,0.0,1.0,1.0,0.0,0.0,0.09375,0.0,0.0,hesitation,0,0,0,provided_video_csv,-249.51502990722656,0.0,133.4457550048828,0.0,-8.077789306640625,0.0,29.566669464111328,0.0,-2.8023808002471924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid28.mp4,warm,,WARM,neutral,0.2271767159933469,103.76909841378276,0.0460218116641044,98.6842105263158,-284.6736755371094,98.52191925048828,8.949396133422852,17.258560180664062,6.661545276641846,0,hesitation,0.7482936465064074,0.6529942240967339,0.6935930689160806,1.0,0.0,0.0,0.0,0.0,0.0,vid28,warm_vid28,fr,0.0,0.2271767159933469,0.0,1.0,1.0,0.0,0.0,0.0986842105263157,0.0,0.0,hesitation,0,0,0,provided_video_csv,-284.6736755371094,0.0,98.52191925048828,0.0,8.949396133422852,0.0,17.258560180664062,0.0,6.661545276641846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid29.mp4,warm,,WARM,surprise,0.2236518023391503,148.70907090450223,0.0835711285471916,110.29411764705884,-216.60557556152344,95.89044189453124,7.413352012634277,20.0548038482666,-5.560545444488525,0,hesitation,0.8901790501101011,0.7819809546455465,0.8483771455746557,1.0,0.0,0.0,0.0,0.0,0.0,vid29,warm_vid29,fr,0.0,0.2236518023391503,0.0,1.0,1.0,0.0,0.0,0.1102941176470588,0.0,0.0,hesitation,0,0,0,provided_video_csv,-216.60557556152344,0.0,95.89044189453124,0.0,7.413352012634277,0.0,20.0548038482666,0.0,-5.560545444488525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid3.mp4,warm,,WARM,neutral,0.2960897488778928,113.9765969138024,0.0278754364699125,133.92857142857142,-329.95623779296875,84.48030090332031,2.4098546504974365,22.945615768432617,10.144861221313477,0,hesitation,0.4125290748211575,0.3477537043828704,0.3273044452594445,1.0,0.0,0.0,0.0,0.0,0.0,vid3,warm_vid3,fr,0.0,0.2960897488778928,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-329.95623779296875,0.0,84.48030090332031,0.0,2.4098546504974365,0.0,22.945615768432617,0.0,10.144861221313477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid30.mp4,warm,,WARM,neutral,0.2775241561323854,94.45331734675604,0.0319425724446773,110.29411764705884,-331.593017578125,109.15779876708984,1.4131815433502195,18.699256896972656,13.844992637634276,0,hesitation,0.4127020135595438,0.3479109214177671,0.3274931057013205,1.0,0.0,0.0,0.0,0.0,0.0,vid30,warm_vid30,fr,0.0,0.2775241561323854,0.0,1.0,1.0,0.0,0.0,0.1102941176470588,0.0,0.0,hesitation,0,0,0,provided_video_csv,-331.593017578125,0.0,109.15779876708984,0.0,1.4131815433502195,0.0,18.699256896972656,0.0,13.844992637634276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid31.mp4,warm,,WARM,neutral,0.2504987839754142,184.0334506612516,0.0753009840846061,117.1875,-240.0404052734375,109.82575225830078,-5.749309539794922,21.756202697753903,-6.723515033721924,0,hesitation,0.4022677814106583,0.3384252558278712,0.3161103069934454,1.0,0.0,0.0,0.0,0.0,0.0,vid31,warm_vid31,fr,0.0,0.2504987839754142,0.0,1.0,1.0,0.0,0.0,0.1171875,0.0,0.0,hesitation,0,0,0,provided_video_csv,-240.0404052734375,0.0,109.82575225830078,0.0,-5.749309539794922,0.0,21.756202697753903,0.0,-6.723515033721924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid32.mp4,warm,,WARM,neutral,0.280255280571146,105.57177880061847,0.0526209659874439,144.23076923076923,-273.9729309082031,108.65979766845705,9.04194450378418,16.733928680419922,12.236671447753906,0,hesitation,0.4508715343802896,0.3826104858002632,0.3691325829603158,1.0,0.0,0.0,0.0,0.0,0.0,vid32,warm_vid32,fr,0.0,0.280255280571146,0.0,1.0,1.0,0.0,0.0,0.1442307692307692,0.0,0.0,hesitation,0,0,0,provided_video_csv,-273.9729309082031,0.0,108.65979766845705,0.0,9.04194450378418,0.0,16.733928680419922,0.0,12.236671447753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid34.mp4,warm,,WARM,neutral,0.2608636343912722,194.12382143137347,0.0521918535232543,98.6842105263158,-291.11572265625,94.42144775390624,2.190464735031128,9.659942626953123,3.8055264949798575,0,hesitation,0.5381296535600268,0.4619360486909334,0.46432325842912,1.0,0.0,0.0,0.0,0.0,0.0,vid34,warm_vid34,fr,0.0,0.2608636343912722,0.0,1.0,1.0,0.0,0.0,0.0986842105263157,0.0,0.0,hesitation,0,0,0,provided_video_csv,-291.11572265625,0.0,94.42144775390624,0.0,2.190464735031128,0.0,9.659942626953123,0.0,3.8055264949798575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid35.mp4,warm,,WARM,neutral,0.2475570914182999,138.7620583277895,0.0748603716492652,133.92857142857142,-232.99087524414065,103.76246643066406,16.118614196777344,24.880186080932617,1.540238380432129,0,hesitation,0.5234782128158386,0.4486165571053078,0.4483398685263693,1.0,0.0,0.0,0.0,0.0,0.0,vid35,warm_vid35,fr,0.0,0.2475570914182999,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-232.99087524414065,0.0,103.76246643066406,0.0,16.118614196777344,0.0,24.880186080932617,0.0,1.540238380432129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid4.mp4,warm,,WARM,neutral,0.266838908921717,107.19530169836504,0.0295978616923093,133.92857142857142,-323.0293273925781,91.65418243408205,0.9745285511016846,23.588682174682617,18.715394973754883,0,hesitation,0.3959619692021375,0.3326926992746705,0.3092312391296045,1.0,0.0,0.0,0.0,0.0,0.0,vid4,warm_vid4,fr,0.0,0.266838908921717,0.0,1.0,1.0,0.0,0.0,0.1339285714285714,0.0,0.0,hesitation,0,0,0,provided_video_csv,-323.0293273925781,0.0,91.65418243408205,0.0,0.9745285511016846,0.0,23.588682174682617,0.0,18.715394973754883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid5.mp4,warm,,WARM,neutral,0.2750418435956666,121.04115560973156,0.038558192551136,117.1875,-315.5829772949219,106.9527816772461,3.8654088973999023,15.74043083190918,8.312026977539062,0,hesitation,0.4432138697474886,0.375648972497717,0.3607787669972603,1.0,0.0,0.0,0.0,0.0,0.0,vid5,warm_vid5,fr,0.0,0.2750418435956666,0.0,1.0,1.0,0.0,0.0,0.1171875,0.0,0.0,hesitation,0,0,0,provided_video_csv,-315.5829772949219,0.0,106.9527816772461,0.0,3.8654088973999023,0.0,15.74043083190918,0.0,8.312026977539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid6.mp4,warm,,WARM,surprise,0.2117309193597637,96.66695538120312,0.0422672368586063,156.25,-329.671875,112.45315551757812,17.20669937133789,18.85232734680176,10.186822891235352,0,hesitation,0.4929116751252787,0.4208287955684352,0.4149945546821222,1.0,0.0,0.0,0.0,0.0,0.0,vid6,warm_vid6,fr,0.0,0.2117309193597637,0.0,1.0,1.0,0.0,0.0,0.15625,0.0,0.0,hesitation,0,0,0,provided_video_csv,-329.671875,0.0,112.45315551757812,0.0,17.20669937133789,0.0,18.85232734680176,0.0,10.186822891235352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid7.mp4,warm,,WARM,neutral,0.294290855413026,98.46937462769117,0.0494707785546779,156.25,-294.052734375,101.19400787353516,-0.0337430797517299,14.644023895263672,-2.46083927154541,0,hesitation,0.5455105749226732,0.4686459772024302,0.4723751726429163,1.0,0.0,0.0,0.0,0.0,0.0,vid7,warm_vid7,fr,0.0,0.294290855413026,0.0,1.0,1.0,0.0,0.0,0.15625,0.0,0.0,hesitation,0,0,0,provided_video_csv,-294.052734375,0.0,101.19400787353516,0.0,-0.0337430797517299,0.0,14.644023895263672,0.0,-2.46083927154541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid8.mp4,warm,,WARM,neutral,0.2201077021081683,96.86990076081628,0.0346757173538208,110.29411764705884,-320.76611328125,113.81560516357422,10.175111770629885,9.69383716583252,5.188314914703369,0,hesitation,0.5164406202242161,0.4422187456583782,0.4406624947900539,1.0,0.0,0.0,0.0,0.0,0.0,vid8,warm_vid8,fr,0.0,0.2201077021081683,0.0,1.0,1.0,0.0,0.0,0.1102941176470588,0.0,0.0,hesitation,0,0,0,provided_video_csv,-320.76611328125,0.0,113.81560516357422,0.0,10.175111770629885,0.0,9.69383716583252,0.0,5.188314914703369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayat-ai-videos/vid9.mp4,warm,,WARM,neutral,0.2375136718684492,110.7380708223738,0.0384057648479938,156.25,-308.1317749023437,97.19386291503906,8.819025993347168,18.530235290527344,6.577682971954346,0,hesitation,0.6126227090156172,0.5296570081960157,0.5455884098352187,1.0,0.0,0.0,0.0,0.0,0.0,vid9,warm_vid9,fr,0.0,0.2375136718684492,0.0,1.0,1.0,0.0,0.0,0.15625,0.0,0.0,hesitation,0,0,0,provided_video_csv,-308.1317749023437,0.0,97.19386291503906,0.0,8.819025993347168,0.0,18.530235290527344,0.0,6.577682971954346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_01.mp4,hot,On apprécie énormément cette villa. Les espaces sont magnifiques et très adaptés à notre projet familial.,positive,neutral,79.926,1222.118,0.08499,2.0,-211.741,88.484,-1.234,23.884,-5.549,0,interest,0.5099,0.71,0.75,1.0,468.0,0.4798,0.2626,0.1067,0.2472,hot_01,hot_01,fr,0.0,0.79926,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,interest,0,0,0,provided_video_csv,-211.741,0.0,88.484,0.0,-1.234,0.0,23.884,0.0,-5.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
