Age,Salaire_Mensuel,Profession,Type_de_Bien,Budget_Cible,Nb_Visites_Site,Source_Lead,Target,Total Time Spent on Website,Page Views Per Visit,City,Lead Origin,Last Activity,Last Notable Activity,Score_Lead,Target_Multiclasse,Ratio_Budget_Salaire,Score_Engagement
81,2500.0,Unemployed,Appartement,300000.0,7.0,Organic Search,1,998,1.75,Select,API,SMS Sent,SMS Sent,2,Tiede,120.0,6.021000000000001
27,3567.0,Unemployed,Villa,243264.0,3.0,Google,1,1557,3.0,Mumbai,API,Email Opened,Email Opened,4,Chaud,68.19848612279226,5.514
55,3147.0,Unemployed,Maison,366696.0,7.0,Google,1,1380,7.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,116.52240228789323,8.36
25,2500.0,Unemployed,Terrain,246810.0,3.0,Google,1,318,3.0,Select,API,Email Opened,Email Opened,3,Tiede,98.724,3.036
42,4781.0,Unemployed,Studio,279153.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,58.387994143484626,0.0
90,3036.0,Unemployed,Villa,392114.0,2.0,Google,0,884,2.0,Select,API,Page Visited on Website,Modified,0,Froid,129.15480895915678,3.3680000000000003
83,3605.0,Unemployed,Terrain,535914.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Modified,1,Froid,148.65852981969488,0.0
67,4664.0,Unemployed,Villa,365940.0,5.0,Direct Traffic,1,1656,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,78.46054888507719,7.311999999999999
84,4792.0,Unemployed,Maison,265000.0,8.0,Google,0,94,8.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,55.30050083472454,6.588
66,4270.0,Unemployed,Appartement,516705.0,7.0,Google,1,940,7.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,121.00819672131148,7.4799999999999995
53,3463.0,Unemployed,Maison,316917.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,91.51516026566561,0.0
85,13509.61,Working Professional,Studio,904650.0,2.0,Direct Traffic,1,1558,2.0,Thane & Outskirts,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,66.96344306016236,4.716
58,4935.0,Unemployed,Studio,408828.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,82.84255319148936,0.0
79,2500.0,Unemployed,Villa,574548.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,229.8192,0.0
27,2500.0,Unemployed,Maison,511105.0,4.0,Direct Traffic,1,1052,4.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,204.442,5.304
38,3921.0,Unemployed,Appartement,277500.0,3.0,Google,1,1030,3.0,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,70.77276205049732,4.46
53,11121.0,Working Professional,Studio,988880.0,9.0,Google,1,127,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,88.92006114558043,5.654
29,7635.0,Unknown,Appartement,471000.0,7.0,Direct Traffic,0,522,7.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,3,Tiede,61.68958742632613,6.644
19,8591.0,Unknown,Terrain,528544.0,10.0,Google,0,1159,2.5,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,61.52298917471773,8.068
30,2513.0,Unemployed,Villa,237500.0,6.0,Organic Search,0,1243,6.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,94.50855551134103,7.286
70,3561.0,Unemployed,Appartement,257742.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,72.37910699241786,0.0
49,4680.0,Student,Villa,241704.0,0.0,Reference,1,0,0.0,Thane & Outskirts,Lead Add Form,Email Opened,Email Opened,2,Tiede,51.646153846153844,0.0
33,7460.0,Unknown,Terrain,773920.0,3.0,Direct Traffic,0,1349,1.5,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Email Opened,1,Froid,103.74262734584451,4.648000000000001
49,6557.0,Unknown,Appartement,548340.0,2.0,Google,0,151,2.0,Unknown,Landing Page Submission,SMS Sent,Modified,1,Froid,83.62665853286563,1.9020000000000001
49,4439.0,Unemployed,Appartement,468316.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,1,Froid,105.50033791394458,0.0
28,4779.0,Unemployed,Terrain,162500.0,2.0,Google,1,1025,2.0,Mumbai,API,Form Submitted on Website,Modified,3,Tiede,34.00292948315547,3.6500000000000004
27,8770.0,Unknown,Maison,476042.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,2,Tiede,54.280729760547324,0.0
32,2500.0,Unemployed,Appartement,369174.0,16.0,Organic Search,1,1804,2.67,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,147.6696,12.409
34,2500.0,Unemployed,Appartement,351480.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,140.592,0.0
57,8726.0,Unknown,Studio,829730.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,2,Tiede,95.08709603483841,0.0
35,3113.0,Unemployed,Maison,248270.0,5.0,Google,1,1388,1.67,Mumbai,Landing Page Submission,SMS Sent,Modified,4,Chaud,79.75265017667844,5.777
72,6601.0,Unknown,Appartement,616032.0,2.0,Google,0,1260,2.0,Unknown,API,Email Opened,Email Opened,2,Tiede,93.32404181184668,4.12
90,4743.0,Unemployed,Terrain,207500.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Modified,2,Tiede,43.748682268606366,0.0
42,2500.0,Unemployed,Villa,290000.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,1,Froid,116.0,0.0
76,3068.0,Unemployed,Terrain,274647.0,4.0,Direct Traffic,1,1425,4.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,89.51988265971316,6.050000000000001
39,8560.0,Unknown,Maison,550314.0,6.0,Direct Traffic,0,34,3.0,Other Cities,Landing Page Submission,Unreachable,Modified,4,Chaud,64.28901869158878,3.968
47,4426.0,Unemployed,Studio,315042.0,3.0,Reference,1,1413,2.0,Select,Lead Add Form,Email Bounced,Modified,3,Tiede,71.17984636240398,4.926
61,2943.0,Unemployed,Studio,217790.0,0.0,Reference,1,0,0.0,Select,Lead Add Form,SMS Sent,Modified,2,Tiede,74.00271831464492,0.0
49,10506.0,Working Professional,Studio,1383113.0800000003,0.0,Reference,1,0,0.0,Select,Lead Add Form,Email Opened,Modified,2,Tiede,131.64982676565774,0.0
68,2683.0,Unemployed,Terrain,273798.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,1,Froid,102.04919865821842,0.0
63,2500.0,Unemployed,Villa,349976.0,3.0,Reference,1,1261,2.0,Select,Lead Add Form,Unknown,Modified,2,Tiede,139.9904,4.622
38,3486.0,Unemployed,Villa,140000.0,3.0,Google,1,684,3.0,Select,API,Email Opened,Email Opened,3,Tiede,40.16064257028113,3.768
49,2946.0,Unemployed,Appartement,375240.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,0,Froid,127.37270875763747,0.0
56,4083.0,Unemployed,Villa,278160.0,4.0,Direct Traffic,0,66,1.33,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,68.12637766348273,2.531
29,3249.0,Unemployed,Villa,167500.0,2.0,Google,1,1113,2.0,Select,API,Email Opened,Email Opened,3,Tiede,51.55432440751,3.8260000000000005
64,7617.0,Unknown,Appartement,596820.0,5.0,Google,1,651,2.5,Mumbai,Landing Page Submission,Email Opened,Modified,3,Tiede,78.3536825521859,4.552
35,3403.0,Unemployed,Terrain,165750.0,0.0,Reference,1,0,0.0,Thane & Outskirts,Lead Add Form,Email Link Clicked,Modified,2,Tiede,48.70702321481046,0.0
38,7763.0,Unknown,Terrain,504630.0,2.0,Google,0,433,2.0,Unknown,API,Email Opened,Modified,1,Froid,65.00450856627593,2.466
30,4675.0,Unemployed,Maison,208565.0,2.0,Google,0,910,1.0,Thane & Outskirts,API,Olark Chat Conversation,Modified,1,Froid,44.61283422459893,3.12
38,6577.0,Unknown,Terrain,410538.0,5.0,Google,0,8,2.5,Thane & Outskirts,Landing Page Submission,SMS Sent,Modified,2,Tiede,62.42025239470883,3.266
25,8353.0,Unknown,Studio,737862.0,4.0,Google,0,310,4.0,Thane & Outskirts,Landing Page Submission,SMS Sent,Modified,3,Tiede,88.33496947204597,3.8200000000000003
63,3877.0,Unemployed,Studio,142500.0,3.0,Reference,1,1606,2.0,Thane & Outskirts,Lead Add Form,Email Bounced,Modified,3,Tiede,36.755223110652565,5.311999999999999
24,6347.0,Unknown,Maison,671736.0,9.0,Direct Traffic,0,280,3.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,105.8351977312116,5.96
40,4774.0,Unemployed,Villa,235484.0,7.0,Organic Search,1,1141,1.75,Select,API,Olark Chat Conversation,Olark Chat Conversation,4,Chaud,49.32635106828655,6.307
39,6811.0,Unknown,Maison,699696.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Opened,Modified,0,Froid,102.73028923799735,0.0
39,3592.0,Unemployed,Appartement,272251.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,75.79370824053453,0.0
46,4376.0,Unemployed,Maison,250000.0,4.0,Organic Search,1,95,4.0,Select,Landing Page Submission,Email Opened,Email Opened,3,Tiede,57.12979890310786,3.39
30,7745.0,Unknown,Maison,489868.0,4.0,Google,0,10,4.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,Modified,2,Tiede,63.24958037443512,3.22
19,2739.0,Unemployed,Studio,352577.0,0.0,Unknown,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,1,Froid,128.72471705001826,0.0
46,3004.0,Unemployed,Appartement,262500.0,3.0,Google,1,1376,3.0,Select,API,SMS Sent,SMS Sent,4,Chaud,87.38348868175765,5.152
69,2832.0,Unemployed,Appartement,439332.0,17.0,Olark Chat,1,1677,2.09,Other Metro Cities,API,Olark Chat Conversation,Olark Chat Conversation,3,Tiede,155.13135593220338,12.481000000000002
44,4443.0,Unemployed,Maison,462348.0,5.0,Google,1,908,1.67,Select,API,SMS Sent,SMS Sent,2,Tiede,104.06212018906145,4.817
67,7879.0,Unknown,Appartement,496192.0,3.0,Direct Traffic,0,89,3.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,62.976519862926764,2.578
40,2500.0,Unemployed,Appartement,468234.0,5.0,Google,1,934,2.5,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,187.2936,5.118
61,2500.0,Unemployed,Terrain,576436.0,2.0,Reference,1,961,2.0,Thane & Outskirts,Lead Add Form,Unreachable,Unreachable,1,Froid,230.5744,3.5220000000000002
39,4737.0,Unemployed,Appartement,303490.0,2.0,Google,1,1328,1.0,Select,API,SMS Sent,SMS Sent,3,Tiede,64.06797551192739,3.9560000000000004
60,7865.0,Unknown,Villa,531000.0,0.0,Olark Chat,1,0,0.0,Unknown,API,Email Bounced,Modified,2,Tiede,67.51430387794024,0.0
54,4845.0,Unemployed,Appartement,313248.0,5.0,Organic Search,1,1728,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,64.65386996904024,7.456
78,4954.0,Unemployed,Studio,165000.0,3.0,Google,1,1713,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,33.306419055308844,5.8260000000000005
73,3912.0,Unemployed,Terrain,339306.0,0.0,Welingak Website,1,0,0.0,Select,Lead Add Form,SMS Sent,SMS Sent,2,Tiede,86.73466257668711,0.0
20,4674.0,Unemployed,Studio,259148.0,2.0,Google,0,393,2.0,Select,API,Olark Chat Conversation,Modified,1,Froid,55.444587077449725,2.386
80,6459.0,Unknown,Studio,858803.0,2.0,Google,0,108,2.0,Unknown,API,Page Visited on Website,Modified,0,Froid,132.96222325437375,1.816
36,3026.0,Unemployed,Villa,303383.0,4.0,Google,1,1279,2.0,Select,API,SMS Sent,SMS Sent,2,Tiede,100.2587574355585,5.1579999999999995
40,3368.0,Unemployed,Terrain,221144.0,4.0,Direct Traffic,0,99,2.0,Mumbai,Landing Page Submission,SMS Sent,Modified,1,Froid,65.6603325415677,2.798
46,5872.0,Unknown,Maison,498976.0,2.0,Google,0,1161,2.0,Unknown,API,Page Visited on Website,Modified,2,Tiede,84.97547683923706,3.922
47,7449.0,Unknown,Appartement,645840.0,10.0,Direct Traffic,0,887,1.43,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,86.70157068062828,7.203
56,5744.0,Unknown,Villa,801233.0,9.0,Direct Traffic,0,41,2.25,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,1,Froid,139.49042479108635,5.257
42,3340.0,Unemployed,Villa,180621.0,5.0,Google,1,1421,5.0,Mumbai,Landing Page Submission,SMS Sent,Modified,5,Chaud,54.07814371257485,6.8420000000000005
25,4740.0,Unemployed,Maison,280000.0,12.0,Google,1,830,2.4,Mumbai,API,Email Opened,Modified,3,Tiede,59.07172995780591,8.379999999999999
75,3176.0,Unemployed,Villa,300000.0,5.0,Google,0,1027,5.0,Other Cities,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,94.45843828715365,6.054
33,4989.0,Unemployed,Maison,199199.0,5.0,Direct Traffic,0,1757,2.5,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,39.92764080978152,6.764
89,8927.0,Unknown,Maison,785460.0,8.0,Google,0,137,4.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,87.98700571300549,5.474
18,4025.0,Unemployed,Maison,192500.0,3.0,Direct Traffic,0,1873,1.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,47.82608695652174,5.696000000000001
22,2500.0,Unemployed,Villa,127500.0,2.0,Direct Traffic,0,281,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,51.0,2.162
20,6036.0,Unknown,Maison,495858.0,5.0,Direct Traffic,0,94,5.0,Unknown,Landing Page Submission,SMS Sent,Modified,3,Tiede,82.15009940357852,4.188
82,8253.0,Unknown,Villa,739044.0,5.0,Google,0,118,5.0,Unknown,API,Email Opened,Email Opened,4,Chaud,89.54852780806979,4.236
21,7419.0,Unknown,Terrain,589537.0,3.0,Direct Traffic,0,182,3.0,Thane & Outskirts,Landing Page Submission,SMS Sent,Modified,2,Tiede,79.46313519342229,2.764
81,3135.0,Unemployed,Maison,153117.0,8.0,Google,0,262,8.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,48.84114832535885,6.924
27,2925.0,Unemployed,Villa,130000.0,4.0,Google,1,45,4.0,Other Cities,Landing Page Submission,SMS Sent,Modified,3,Tiede,44.44444444444444,3.29
38,7040.0,Unknown,Villa,487190.0,1.0,Google,0,257,1.0,Unknown,API,Unreachable,Modified,1,Froid,69.203125,1.314
63,11030.0,Working Professional,Villa,880891.0,5.0,Google,1,3,2.5,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,4,Chaud,79.8631912964642,3.256
44,4333.0,Unemployed,Appartement,298872.0,3.0,Google,0,264,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,68.97576736672052,2.928
83,5753.0,Unknown,Appartement,348024.0,4.0,Google,0,768,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,60.494350773509474,4.736000000000001
58,3668.0,Unemployed,Maison,205000.0,2.0,Direct Traffic,0,133,2.0,Mumbai,Landing Page Submission,SMS Sent,Modified,1,Froid,55.88876772082879,1.866
30,4603.0,Unemployed,Terrain,256532.0,3.0,Google,1,354,3.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,Modified,3,Tiede,55.73147946991093,3.108
26,2500.0,Unemployed,Maison,393273.0,5.0,Google,0,740,2.5,Mumbai,Landing Page Submission,Page Visited on Website,Page Visited on Website,1,Froid,157.3092,4.73
53,3301.0,Unemployed,Studio,230000.0,17.0,Direct Traffic,0,297,55.0,Other Cities,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,69.67585580127235,25.594
75,2560.0,Unemployed,Studio,589528.0,4.0,Olark Chat,1,40,2.0,Select,API,Page Visited on Website,Page Visited on Website,1,Froid,230.284375,2.68
71,2865.0,Unemployed,Terrain,314820.0,3.0,Olark Chat,0,406,1.5,Other Cities,API,Email Link Clicked,Modified,0,Froid,109.8848167539267,2.762
29,6536.0,Unknown,Terrain,364124.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,55.71052631578947,0.0
31,2706.0,Unemployed,Terrain,272500.0,4.0,Google,0,1222,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Email Opened,2,Tiede,100.70214338507022,5.644
51,4836.0,Unemployed,Appartement,292432.0,7.0,Google,1,70,7.0,Mumbai,Landing Page Submission,Had a Phone Conversation,Had a Phone Conversation,4,Chaud,60.46980976013234,5.739999999999999
70,3635.0,Unemployed,Appartement,310676.0,4.0,Google,1,1494,4.0,Thane & Outskirts,API,Email Opened,Email Opened,4,Chaud,85.46795048143053,6.188000000000001
37,4593.0,Student,Studio,356256.0,3.0,Google,1,739,3.0,Mumbai,API,Email Opened,Email Opened,3,Tiede,77.56499020248204,3.878
33,4963.0,Unemployed,Terrain,326665.0,3.0,Direct Traffic,1,802,3.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,65.82006850695144,4.004
87,2642.0,Unemployed,Villa,408112.0,2.0,Direct Traffic,1,835,2.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,1,Froid,154.47085541256624,3.27
73,4480.0,Unemployed,Studio,540189.0,5.0,Direct Traffic,0,129,2.5,Select,API,Olark Chat Conversation,Modified,1,Froid,120.57790178571429,3.508
75,3054.0,Unemployed,Terrain,223650.0,5.0,Direct Traffic,0,129,2.5,Mumbai,Landing Page Submission,Olark Chat Conversation,Modified,2,Tiede,73.23182711198429,3.508
21,7255.0,Unknown,Villa,560372.0,4.0,Google,0,266,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,77.23942108890421,3.732
21,3465.0,Unemployed,Terrain,158648.0,3.0,Google,0,260,3.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,45.785858585858584,2.92
37,6244.0,Unknown,Maison,429585.0,2.0,Google,0,200,2.0,Unknown,API,Email Link Clicked,Modified,1,Froid,68.79964766175529,2.0
27,3129.0,Unemployed,Villa,262008.0,3.0,Direct Traffic,0,349,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,2,Tiede,83.7353787152445,3.098
41,11466.0,Working Professional,Maison,1383113.0800000003,2.0,Google,0,774,2.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,120.62733996162571,3.148
43,6262.0,Unknown,Appartement,497040.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Email Link Clicked,Email Link Clicked,1,Froid,79.37400191632067,0.0
54,4309.0,Unemployed,Studio,295000.0,0.0,Olark Chat,1,0,0.0,Thane & Outskirts,API,Email Opened,Email Opened,2,Tiede,68.46135994430263,0.0
71,2500.0,Unemployed,Terrain,189805.0,3.0,Direct Traffic,0,1359,3.0,Mumbai,Landing Page Submission,Page Visited on Website,Modified,3,Tiede,75.922,5.118
38,2500.0,Unemployed,Studio,285000.0,3.0,Organic Search,1,209,3.0,Mumbai,Landing Page Submission,Unsubscribed,Modified,2,Tiede,114.0,2.818
55,2569.0,Unemployed,Terrain,382644.0,6.0,Google,0,648,6.0,Select,API,Page Visited on Website,Modified,2,Tiede,148.9466718567536,6.096
63,3031.0,Unemployed,Maison,192500.0,2.0,Google,0,1099,2.0,Select,API,Page Visited on Website,Modified,2,Tiede,63.51039260969977,3.798
21,2500.0,Unemployed,Villa,252724.0,3.0,Direct Traffic,0,143,3.0,Other Cities,Landing Page Submission,SMS Sent,Modified,1,Froid,101.0896,2.686
77,3494.0,Unemployed,Villa,256532.0,0.0,Olark Chat,1,0,0.0,Thane & Outskirts,API,Email Opened,Email Opened,2,Tiede,73.42072123640527,0.0
74,2500.0,Unemployed,Terrain,183008.0,7.0,Google,0,720,3.5,Mumbai,Landing Page Submission,Unsubscribed,Modified,3,Tiede,73.2032,5.99
62,8144.0,Unknown,Maison,640614.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,2,Tiede,78.66085461689588,0.0
37,6339.0,Unknown,Terrain,764784.0,5.0,Organic Search,0,1204,5.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,3,Tiede,120.64742072882159,6.4079999999999995
34,2500.0,Unemployed,Terrain,238095.0,3.0,Organic Search,0,291,3.0,Other Metro Cities,Landing Page Submission,Page Visited on Website,Modified,2,Tiede,95.238,2.982
88,2551.0,Unemployed,Terrain,157500.0,17.0,Google,0,1428,6.0,Thane & Outskirts,Landing Page Submission,Page Visited on Website,Modified,4,Chaud,61.74049392395139,13.156
21,3904.0,Student,Villa,340440.0,2.0,Direct Traffic,0,447,2.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,87.20286885245902,2.494
31,10656.0,Working Professional,Terrain,1057503.0,3.0,Google,0,355,3.0,Thane & Outskirts,API,Email Opened,Modified,3,Tiede,99.2401463963964,3.11
20,4402.0,Unemployed,Villa,516333.0,3.0,Direct Traffic,0,313,3.0,Mumbai,Landing Page Submission,Email Opened,Modified,1,Froid,117.29509313948205,3.026
75,3437.0,Unemployed,Appartement,273916.0,6.0,Google,1,1134,6.0,Mumbai,API,Page Visited on Website,Modified,5,Chaud,79.69624672679663,7.068
72,3454.0,Unemployed,Maison,220000.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,2,Tiede,63.69426751592356,0.0
21,2500.0,Unemployed,Appartement,298437.0,3.0,Direct Traffic,0,2,3.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,1,Froid,119.3748,2.404
41,4904.0,Unemployed,Terrain,282513.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,57.6086867862969,0.0
51,2500.0,Unemployed,Villa,222500.0,8.0,Direct Traffic,1,568,4.0,Mumbai,API,Email Opened,Email Opened,4,Chaud,89.0,6.336
47,2637.0,Unemployed,Maison,295165.0,2.0,Direct Traffic,0,317,2.0,Other Metro Cities,Landing Page Submission,Email Opened,Email Opened,0,Froid,111.93211983314373,2.234
36,7912.0,Unknown,Studio,653895.0,10.0,Direct Traffic,0,1082,3.33,Select,API,Olark Chat Conversation,Modified,4,Chaud,82.64598078867543,8.163
48,7010.0,Unknown,Maison,491722.0,5.0,Google,0,36,5.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,3,Tiede,70.14579172610556,4.072
77,4821.0,Unemployed,Maison,292500.0,11.0,Direct Traffic,1,1027,5.5,Mumbai,Landing Page Submission,Email Opened,Modified,5,Chaud,60.67205973864343,9.204
77,2500.0,Unemployed,Terrain,308252.0,3.0,Organic Search,0,1129,3.0,Mumbai,Landing Page Submission,Unreachable,Modified,2,Tiede,123.3008,4.6579999999999995
36,2500.0,Unemployed,Appartement,207095.0,4.0,Organic Search,0,1410,4.0,Thane & Outskirts,Landing Page Submission,Email Opened,Modified,3,Tiede,82.838,6.0200000000000005
66,6838.0,Unknown,Appartement,487110.0,2.0,Direct Traffic,0,130,2.0,Mumbai,Landing Page Submission,Unreachable,Modified,1,Froid,71.23574144486692,1.86
80,3786.0,Unemployed,Studio,255000.0,7.0,Google,1,751,7.0,Other Cities,Landing Page Submission,Email Opened,Email Opened,4,Chaud,67.35340729001585,7.101999999999999
39,4805.0,Unemployed,Terrain,359058.0,4.0,Google,0,332,4.0,Mumbai,Landing Page Submission,SMS Sent,Modified,2,Tiede,74.72591050988554,3.8640000000000003
41,7850.0,Unknown,Maison,601132.0,10.0,Direct Traffic,0,349,10.0,Unknown,Landing Page Submission,SMS Sent,Modified,3,Tiede,76.57732484076433,8.698
47,4154.0,Unemployed,Appartement,291125.0,5.0,Organic Search,1,169,5.0,Mumbai,Landing Page Submission,Email Opened,Modified,4,Chaud,70.0830524795378,4.338
75,2500.0,Unemployed,Appartement,394716.0,4.0,Direct Traffic,1,1514,4.0,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,157.8864,6.228000000000001
48,5833.0,Unknown,Villa,624075.0,3.0,Google,0,1993,3.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,106.99039945139722,6.386
81,3660.0,Unemployed,Maison,487620.0,5.0,Organic Search,1,33,2.5,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,133.2295081967213,3.316
36,7144.0,Unknown,Terrain,634030.0,4.0,Google,0,636,4.0,Other Cities of Maharashtra,Landing Page Submission,Email Opened,Modified,2,Tiede,88.75,4.472
65,2500.0,Unemployed,Appartement,444860.0,0.0,Reference,1,0,0.0,Mumbai,Lead Add Form,Email Opened,Modified,1,Froid,177.944,0.0
62,7380.0,Unknown,Terrain,680022.0,14.0,Direct Traffic,1,1336,2.8,Mumbai,Landing Page Submission,Email Opened,Email Opened,4,Chaud,92.14390243902439,10.512
72,4348.0,Unemployed,Maison,127500.0,4.0,Direct Traffic,1,985,2.0,Other Cities,Landing Page Submission,SMS Sent,SMS Sent,2,Tiede,29.323827046918122,4.57
72,3644.0,Unemployed,Maison,503982.0,2.0,Google,1,1556,1.0,Other Cities,API,Olark Chat Conversation,Modified,2,Tiede,138.3046103183315,4.412
35,3481.0,Unemployed,Appartement,140000.0,1.0,Organic Search,1,1196,1.0,Thane & Outskirts,API,Converted to Lead,Modified,3,Tiede,40.218328066647516,3.192
80,7563.0,Unknown,Studio,468303.0,5.0,Google,0,219,2.5,Unknown,API,Email Opened,Email Opened,2,Tiede,61.92026973423245,3.688
64,4103.0,Unemployed,Terrain,253827.0,4.0,Google,1,701,4.0,Other Cities of Maharashtra,Landing Page Submission,SMS Sent,SMS Sent,3,Tiede,61.86375822568852,4.602
74,3477.0,Unemployed,Terrain,392428.0,3.0,Google,0,101,3.0,Select,API,Email Opened,Modified,1,Froid,112.86396318665517,2.602
62,5875.0,Unknown,Villa,960012.0,1.0,Google,0,249,1.0,Unknown,API,Converted to Lead,Modified,0,Froid,163.40629787234042,1.298
50,2500.0,Unemployed,Maison,299805.0,0.0,Olark Chat,1,0,0.0,Select,API,Email Opened,Email Opened,1,Froid,119.922,0.0
34,2500.0,Unemployed,Maison,147732.0,4.0,Google,0,177,4.0,Mumbai,Landing Page Submission,Email Opened,Email Opened,2,Tiede,59.0928,3.5540000000000003
87,4167.0,Unemployed,Appartement,262500.0,3.0,Google,0,114,3.0,Select,API,Converted to Lead,Modified,2,Tiede,62.994960403167745,2.628
21,2740.0,Unemployed,Appartement,165000.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,60.21897810218978,0.0
37,4970.0,Unemployed,Appartement,396930.0,0.0,Olark Chat,1,0,0.0,Select,API,SMS Sent,SMS Sent,2,Tiede,79.86519114688129,0.0
64,4831.0,Unemployed,Villa,199024.0,4.0,Google,0,346,4.0,Mumbai,Landing Page Submission,Email Opened,Modified,2,Tiede,41.19726764645001,3.8920000000000003
32,6323.0,Unknown,Studio,321732.0,5.0,Google,0,1278,2.5,Mumbai,Landing Page Submission,SMS Sent,Modified,3,Tiede,50.88280879329432,5.806
87,3867.0,Unemployed,Appartement,268521.0,5.0,Google,1,1204,5.0,Mumbai,Landing Page Submission,SMS Sent,SMS Sent,5,Chaud,69.43910007757952,6.4079999999999995
