split,prospect_id,video_id,label
train,tabular_000432,hot_35,
train,tabular_002675,vid11,
train,tabular_000309,hot_18,
train,tabular_003307,vid8,
train,tabular_001662,cold_07,
train,tabular_002790,hot_21,
train,tabular_006316,hot_14,
train,tabular_006658,vid12,
train,tabular_006736,cold_07,
train,tabular_003854,cold_30,
train,tabular_005330,vid29,
train,tabular_003046,vid14,
train,tabular_007582,vid15,
train,tabular_004053,vid14,
train,tabular_001052,hot_33,
train,tabular_008801,cold_16,
train,tabular_003613,cold_19,
train,tabular_006124,vid1,
train,tabular_001266,hot_28,
train,tabular_004825,vid6,
train,tabular_003300,vid4,
train,tabular_000212,hot_06,
train,tabular_006883,vid13,
train,tabular_006898,vid2,
train,tabular_007449,hot_34,
train,tabular_004310,vid28,
train,tabular_008948,cold_09,
train,tabular_008273,vid16,
train,tabular_006055,vid5,
train,tabular_000146,cold_03,
train,tabular_000379,cold_13,
train,tabular_003727,cold_27,
train,tabular_005297,vid11,
train,tabular_001172,hot_12,
train,tabular_001169,vid2,
train,tabular_008553,hot_01,
train,tabular_001558,vid25,
train,tabular_008698,vid22,
train,tabular_001855,cold_30,
train,tabular_006893,hot_22,
train,tabular_009199,cold_06,
train,tabular_008022,hot_11,
train,tabular_005477,cold_20,
train,tabular_001044,vid27,
train,tabular_005652,hot_06,
train,tabular_000821,cold_29,
train,tabular_007145,vid19,
train,tabular_009163,hot_10,
train,tabular_003381,vid34,
train,tabular_004259,vid7,
train,tabular_007099,hot_18,
train,tabular_006775,vid25,
train,tabular_008146,cold_26,
train,tabular_001988,vid14,
train,tabular_001613,hot_27,
train,tabular_008405,vid8,
train,tabular_004341,cold_06,
train,tabular_005214,vid32,
train,tabular_005255,vid21,
train,tabular_002255,vid16,
train,tabular_000516,vid31,
train,tabular_006783,vid29,
train,tabular_004657,vid9,
train,tabular_001100,vid25,
train,tabular_008831,vid19,
train,tabular_001357,cold_14,
train,tabular_004178,vid4,
train,tabular_008776,vid25,
train,tabular_007693,cold_13,
train,tabular_002969,cold_22,
train,tabular_004132,vid15,
train,tabular_006643,cold_11,
train,tabular_004821,vid4,
train,tabular_001849,vid11,
train,tabular_008011,cold_24,
train,tabular_004181,hot_23,
train,tabular_004078,cold_21,
train,tabular_002107,cold_16,
train,tabular_007885,cold_14,
train,tabular_002096,hot_24,
train,tabular_001948,vid23,
train,tabular_002924,vid2,
train,tabular_009087,vid24,
train,tabular_007920,hot_02,
train,tabular_008721,vid31,
train,tabular_003326,vid15,
train,tabular_008152,cold_29,
train,tabular_000949,hot_12,
train,tabular_005637,vid11,
train,tabular_008193,cold_18,
train,tabular_008116,vid22,
train,tabular_000997,cold_13,
train,tabular_006634,vid31,
train,tabular_003103,cold_25,
train,tabular_006680,cold_24,
train,tabular_003378,cold_06,
train,tabular_002144,vid21,
train,tabular_005326,vid27,
train,tabular_006338,cold_21,
train,tabular_003711,hot_12,
train,tabular_000074,vid1,
train,tabular_006947,hot_28,
train,tabular_004659,vid1,
train,tabular_006203,cold_26,
train,tabular_004989,cold_27,
train,tabular_004142,vid18,
train,tabular_008535,vid1,
train,tabular_008540,hot_34,
train,tabular_003831,hot_27,
train,tabular_000547,hot_16,
train,tabular_001608,cold_21,
train,tabular_003273,cold_30,
train,tabular_002178,cold_01,
train,tabular_001802,cold_16,
train,tabular_004746,vid25,
train,tabular_001256,cold_15,
train,tabular_003380,cold_08,
train,tabular_003531,cold_16,
train,tabular_001581,hot_20,
train,tabular_000834,vid3,
train,tabular_001790,cold_10,
train,tabular_005037,vid15,
train,tabular_002366,cold_27,
train,tabular_001815,vid22,
train,tabular_008391,cold_33,
train,tabular_004378,vid31,
train,tabular_006854,cold_19,
train,tabular_008239,vid32,
train,tabular_004749,vid26,
train,tabular_004274,cold_18,
train,tabular_005819,cold_01,
train,tabular_002775,cold_09,
train,tabular_001056,hot_34,
train,tabular_006904,cold_02,
train,tabular_000628,vid20,
train,tabular_004233,vid27,
train,tabular_001366,cold_18,
train,tabular_003883,cold_14,
train,tabular_002896,vid4,
train,tabular_002818,vid23,
train,tabular_006829,vid18,
train,tabular_003908,vid22,
train,tabular_001146,cold_02,
train,tabular_003693,cold_15,
train,tabular_007227,cold_35,
train,tabular_005115,vid16,
train,tabular_008040,vid30,
train,tabular_003474,vid21,
train,tabular_008558,cold_24,
train,tabular_005874,cold_31,
train,tabular_000254,vid5,
train,tabular_002122,vid10,
train,tabular_003899,cold_23,
train,tabular_003584,cold_05,
train,tabular_008357,cold_19,
train,tabular_002535,hot_24,
train,tabular_006165,cold_08,
train,tabular_006351,vid32,
train,tabular_000500,cold_28,
train,tabular_001531,cold_31,
train,tabular_001884,vid25,
train,tabular_005569,cold_14,
train,tabular_002465,vid27,
train,tabular_007484,vid1,
train,tabular_005078,vid6,
train,tabular_003256,vid18,
train,tabular_005241,hot_16,
train,tabular_001482,vid23,
train,tabular_003947,vid8,
train,tabular_003704,vid26,
train,tabular_007160,hot_27,
train,tabular_000895,cold_16,
train,tabular_002183,vid10,
train,tabular_008027,cold_32,
train,tabular_000889,vid22,
train,tabular_009133,vid1,
train,tabular_008486,cold_31,
train,tabular_004859,hot_23,
train,tabular_004147,cold_15,
train,tabular_005248,cold_16,
train,tabular_006348,vid31,
train,tabular_000192,vid5,
train,tabular_008139,vid5,
train,tabular_003315,cold_13,
train,tabular_002095,vid30,
train,tabular_003713,cold_23,
train,tabular_004057,cold_14,
train,tabular_005439,cold_06,
train,tabular_002148,hot_35,
train,tabular_007300,cold_29,
train,tabular_002181,vid9,
train,tabular_008612,cold_06,
train,tabular_000687,vid17,
train,tabular_002205,cold_10,
train,tabular_003957,cold_13,
train,tabular_003900,cold_24,
train,tabular_000696,vid22,
train,tabular_002995,hot_25,
train,tabular_004225,vid23,
train,tabular_008390,vid34,
train,tabular_004510,vid30,
train,tabular_003312,vid1,
train,tabular_001982,vid10,
train,tabular_003963,cold_16,
train,tabular_006860,vid31,
train,tabular_006595,cold_25,
train,tabular_003996,cold_30,
train,tabular_002594,hot_34,
train,tabular_000181,vid32,
train,tabular_001611,vid2,
train,tabular_008672,cold_30,
train,tabular_001380,hot_10,
train,tabular_002918,cold_05,
train,tabular_002201,cold_09,
train,tabular_006574,cold_17,
train,tabular_001477,vid22,
train,tabular_001368,cold_19,
train,tabular_000453,hot_03,
train,tabular_001329,cold_03,
train,tabular_008204,vid21,
train,tabular_008513,cold_07,
train,tabular_002722,cold_23,
train,tabular_008636,vid25,
train,tabular_005572,vid13,
train,tabular_007922,cold_24,
train,tabular_005497,cold_28,
train,tabular_004124,hot_08,
train,tabular_003165,vid8,
train,tabular_005475,vid30,
train,tabular_007235,vid22,
train,tabular_002532,cold_04,
train,tabular_000339,cold_31,
train,tabular_005667,hot_10,
train,tabular_008024,vid20,
train,tabular_004758,vid3,
train,tabular_007652,vid16,
train,tabular_008008,cold_23,
train,tabular_006461,vid2,
train,tabular_008224,cold_34,
train,tabular_006080,vid21,
train,tabular_002397,vid23,
train,tabular_001539,cold_34,
train,tabular_008795,cold_13,
train,tabular_003127,vid24,
train,tabular_007916,hot_01,
train,tabular_002337,cold_17,
train,tabular_009159,hot_09,
train,tabular_009088,vid25,
train,tabular_004653,hot_31,
train,tabular_001879,vid21,
train,tabular_005511,vid14,
train,tabular_006971,cold_34,
train,tabular_009073,vid20,
train,tabular_001003,vid13,
train,tabular_001770,hot_13,
train,tabular_006177,cold_13,
train,tabular_005171,vid11,
train,tabular_000436,vid28,
train,tabular_008007,cold_22,
train,tabular_002967,cold_21,
train,tabular_002674,vid10,
train,tabular_006518,cold_27,
train,tabular_007148,cold_07,
train,tabular_001215,hot_22,
train,tabular_001064,vid6,
train,tabular_004963,cold_21,
train,tabular_001580,cold_10,
train,tabular_006094,cold_16,
train,tabular_003764,vid26,
train,tabular_004613,vid19,
train,tabular_001506,vid31,
train,tabular_003889,vid16,
train,tabular_005046,vid2,
train,tabular_004171,vid31,
train,tabular_005143,cold_13,
train,tabular_008113,vid2,
train,tabular_007033,vid8,
train,tabular_005491,hot_22,
train,tabular_005684,vid31,
train,tabular_000286,cold_17,
train,tabular_004701,vid35,
train,tabular_000042,vid28,
train,tabular_007086,vid3,
train,tabular_005415,vid4,
train,tabular_007172,vid29,
train,tabular_001326,hot_35,
train,tabular_004253,hot_03,
train,tabular_006425,cold_23,
train,tabular_008235,vid3,
train,tabular_002899,vid6,
train,tabular_001913,cold_16,
train,tabular_008778,cold_07,
train,tabular_009082,cold_28,
train,tabular_007164,vid24,
train,tabular_007417,cold_06,
train,tabular_002759,cold_02,
train,tabular_007335,vid35,
train,tabular_001966,cold_01,
train,tabular_002946,cold_14,
train,tabular_003674,vid14,
train,tabular_000675,vid12,
train,tabular_004584,vid4,
train,tabular_001829,vid31,
train,tabular_003376,cold_05,
train,tabular_008635,cold_16,
train,tabular_008988,hot_15,
train,tabular_003841,vid34,
train,tabular_002688,vid21,
train,tabular_007210,cold_31,
train,tabular_000435,cold_01,
train,tabular_004883,vid32,
train,tabular_008418,cold_07,
train,tabular_007701,cold_17,
train,tabular_005538,cold_03,
train,tabular_005694,cold_31,
train,tabular_004942,vid34,
train,tabular_001568,vid31,
train,tabular_000210,cold_31,
train,tabular_006209,cold_30,
train,tabular_004076,vid27,
train,tabular_002623,vid10,
train,tabular_007294,vid15,
train,tabular_004743,vid23,
train,tabular_007895,cold_18,
train,tabular_002738,cold_30,
train,tabular_001396,vid2,
train,tabular_008229,hot_32,
train,tabular_001369,hot_08,
train,tabular_000110,vid29,
train,tabular_007480,vid7,
train,tabular_008472,cold_27,
train,tabular_008416,vid12,
train,tabular_000326,vid11,
train,tabular_007746,vid18,
train,tabular_000011,hot_01,
train,tabular_000147,vid19,
train,tabular_007978,vid3,
train,tabular_007661,cold_33,
train,tabular_000191,cold_21,
train,tabular_004667,cold_09,
train,tabular_003568,vid34,
train,tabular_005786,vid15,
train,tabular_001129,cold_24,
train,tabular_000939,hot_08,
train,tabular_003037,cold_07,
train,tabular_001785,cold_08,
train,tabular_005885,vid28,
train,tabular_006818,vid12,
train,tabular_004144,cold_14,
train,tabular_005075,vid35,
train,tabular_008003,vid13,
train,tabular_003254,vid17,
train,tabular_003295,vid31,
train,tabular_003200,cold_33,
train,tabular_004545,vid19,
train,tabular_000364,vid24,
train,tabular_008394,vid4,
train,tabular_001200,hot_20,
train,tabular_004214,hot_31,
train,tabular_007072,vid23,
train,tabular_005849,cold_18,
train,tabular_002622,hot_03,
train,tabular_005666,cold_18,
train,tabular_009124,cold_14,
train,tabular_007891,cold_16,
train,tabular_006469,cold_04,
train,tabular_002725,vid8,
train,tabular_002439,hot_08,
train,tabular_001704,vid34,
train,tabular_007351,vid11,
train,tabular_006997,hot_34,
train,tabular_002977,vid1,
train,tabular_004097,cold_29,
train,tabular_006791,vid34,
train,tabular_006330,vid27,
train,tabular_007820,cold_27,
train,tabular_006868,vid5,
train,tabular_001602,vid17,
train,tabular_007958,cold_06,
train,tabular_001567,hot_18,
train,tabular_006162,cold_07,
train,tabular_008896,vid16,
train,tabular_006506,cold_22,
train,tabular_009109,vid31,
train,tabular_002434,cold_12,
train,tabular_004118,cold_07,
train,tabular_000310,vid35,
train,tabular_007423,vid13,
train,tabular_003551,hot_25,
train,tabular_008959,cold_16,
train,tabular_004519,vid6,
train,tabular_008781,cold_09,
train,tabular_003321,cold_16,
train,tabular_005713,cold_04,
train,tabular_006104,vid32,
train,tabular_005334,cold_07,
train,tabular_006701,hot_26,
train,tabular_009164,cold_27,
train,tabular_007418,vid10,
train,tabular_008736,cold_22,
train,tabular_000824,cold_31,
train,tabular_008584,vid31,
train,tabular_006229,vid21,
train,tabular_007538,hot_21,
train,tabular_003754,cold_02,
train,tabular_006705,cold_31,
train,tabular_005782,vid12,
train,tabular_008717,vid3,
train,tabular_007774,hot_13,
train,tabular_008681,vid15,
train,tabular_005892,cold_06,
train,tabular_004401,cold_24,
train,tabular_007966,vid24,
train,tabular_001763,vid34,
train,tabular_003013,hot_29,
train,tabular_000752,cold_08,
train,tabular_006773,hot_05,
train,tabular_000850,vid7,
train,tabular_008579,hot_05,
train,tabular_006813,hot_13,
train,tabular_008918,cold_27,
train,tabular_007553,hot_23,
train,tabular_005275,vid3,
train,tabular_002983,hot_21,
train,tabular_004630,hot_26,
train,tabular_002712,vid34,
train,tabular_000136,hot_29,
train,tabular_006163,hot_29,
train,tabular_002360,cold_25,
train,tabular_008096,vid8,
train,tabular_003860,vid9,
train,tabular_002902,vid8,
train,tabular_003651,cold_01,
train,tabular_001979,cold_05,
train,tabular_000961,cold_35,
train,tabular_007156,vid21,
train,tabular_001708,cold_23,
train,tabular_006321,cold_14,
train,tabular_005714,cold_05,
train,tabular_002008,vid22,
train,tabular_004487,vid2,
train,tabular_002141,vid20,
train,tabular_002951,vid29,
train,tabular_004637,cold_34,
train,tabular_000082,cold_26,
train,tabular_006563,cold_10,
train,tabular_000815,vid20,
train,tabular_008842,hot_33,
train,tabular_007551,cold_18,
train,tabular_005460,hot_16,
train,tabular_006247,cold_19,
train,tabular_008550,vid16,
train,tabular_006072,vid17,
train,tabular_003363,vid3,
train,tabular_008403,vid7,
train,tabular_003238,hot_18,
train,tabular_009051,cold_14,
train,tabular_002916,cold_04,
train,tabular_005409,cold_30,
train,tabular_002496,vid12,
train,tabular_002257,vid17,
train,tabular_003503,cold_06,
train,tabular_007252,cold_07,
train,tabular_008626,vid22,
train,tabular_008738,cold_24,
train,tabular_007845,vid28,
train,tabular_007057,cold_04,
train,tabular_001709,vid5,
train,tabular_002006,cold_16,
train,tabular_005206,vid26,
train,tabular_008942,vid4,
train,tabular_005750,cold_14,
train,tabular_008441,cold_15,
train,tabular_005016,hot_22,
train,tabular_006083,vid24,
train,tabular_007642,vid12,
train,tabular_006293,cold_07,
train,tabular_002035,cold_24,
train,tabular_002043,vid7,
train,tabular_003422,vid24,
train,tabular_008029,vid24,
train,tabular_000408,vid14,
train,tabular_002673,vid1,
train,tabular_005503,vid10,
train,tabular_001570,cold_08,
train,tabular_000248,cold_03,
train,tabular_002041,vid5,
train,tabular_003061,hot_33,
train,tabular_001908,vid8,
train,tabular_001975,vid9,
train,tabular_008878,cold_11,
train,tabular_003923,cold_31,
train,tabular_005663,hot_09,
train,tabular_005435,vid14,
train,tabular_008482,vid17,
train,tabular_007197,cold_24,
train,tabular_003171,vid10,
train,tabular_002033,hot_18,
train,tabular_008645,cold_18,
train,tabular_002994,cold_32,
train,tabular_005657,hot_07,
train,tabular_003356,vid27,
train,tabular_007253,vid30,
train,tabular_000224,hot_07,
train,tabular_000639,vid26,
train,tabular_008078,vid24,
train,tabular_008650,vid30,
train,tabular_007134,cold_33,
train,tabular_007165,cold_15,
train,tabular_000050,cold_16,
train,tabular_007511,cold_34,
train,tabular_009090,cold_32,
train,tabular_000153,cold_06,
train,tabular_007500,cold_29,
train,tabular_000357,hot_26,
train,tabular_007042,cold_35,
train,tabular_002575,hot_32,
train,tabular_006908,cold_05,
train,tabular_002098,vid31,
train,tabular_000646,cold_09,
train,tabular_003289,vid29,
train,tabular_006493,cold_17,
train,tabular_005627,cold_05,
train,tabular_007685,cold_12,
train,tabular_003493,vid34,
train,tabular_007902,vid27,
train,tabular_005912,vid5,
train,tabular_006429,cold_24,
train,tabular_004442,vid31,
train,tabular_007945,vid17,
train,tabular_000595,cold_24,
train,tabular_000130,cold_34,
train,tabular_003039,vid10,
train,tabular_005018,vid5,
train,tabular_006179,vid6,
train,tabular_005428,vid11,
train,tabular_002328,cold_13,
train,tabular_006193,cold_21,
train,tabular_000617,vid14,
train,tabular_007669,cold_01,
train,tabular_006536,vid19,
train,tabular_001536,vid17,
train,tabular_005671,cold_20,
train,tabular_001055,vid32,
train,tabular_000393,hot_29,
train,tabular_006288,cold_04,
train,tabular_002834,vid32,
train,tabular_003500,vid6,
train,tabular_005353,vid7,
train,tabular_000466,vid11,
train,tabular_003268,vid21,
train,tabular_005452,cold_11,
train,tabular_000888,vid21,
train,tabular_000440,vid29,
train,tabular_006967,vid17,
train,tabular_002962,vid5,
train,tabular_009076,vid21,
train,tabular_000277,vid16,
train,tabular_000067,cold_21,
train,tabular_007785,hot_14,
train,tabular_003390,cold_12,
train,tabular_004328,cold_05,
train,tabular_001587,vid1,
train,tabular_004829,vid7,
train,tabular_003676,hot_07,
train,tabular_000581,hot_26,
train,tabular_008757,vid18,
train,tabular_009011,vid25,
train,tabular_001972,vid7,
train,tabular_003615,vid19,
train,tabular_005734,vid21,
train,tabular_007299,hot_19,
train,tabular_007247,vid27,
train,tabular_009054,vid15,
train,tabular_002691,vid22,
train,tabular_002829,hot_26,
train,tabular_002018,cold_18,
train,tabular_002942,vid27,
train,tabular_005284,hot_22,
train,tabular_008794,cold_12,
train,tabular_003821,hot_24,
train,tabular_000830,vid26,
train,tabular_006501,vid35,
train,tabular_001016,hot_25,
train,tabular_007636,cold_21,
train,tabular_004430,vid26,
train,tabular_004420,cold_33,
train,tabular_000439,hot_01,
train,tabular_002068,hot_22,
train,tabular_000486,vid2,
train,tabular_003850,vid5,
train,tabular_001843,cold_25,
train,tabular_004344,vid15,
train,tabular_002804,vid11,
train,tabular_003219,vid32,
train,tabular_001062,vid4,
train,tabular_002593,cold_23,
train,tabular_008732,vid6,
train,tabular_002720,hot_13,
train,tabular_005133,cold_10,
train,tabular_004431,vid27,
train,tabular_008683,vid17,
train,tabular_002610,vid6,
train,tabular_008958,cold_15,
train,tabular_006395,cold_06,
train,tabular_006417,cold_19,
train,tabular_000314,vid7,
train,tabular_003516,vid14,
train,tabular_004092,hot_05,
train,tabular_002199,vid17,
train,tabular_005770,hot_27,
train,tabular_000954,hot_13,
train,tabular_007330,vid31,
train,tabular_008708,vid27,
train,tabular_006126,vid10,
train,tabular_001561,vid27,
train,tabular_001351,hot_04,
train,tabular_004958,vid10,
train,tabular_001812,vid21,
train,tabular_005585,hot_35,
train,tabular_005474,vid3,
train,tabular_001678,vid20,
train,tabular_002232,hot_15,
train,tabular_006845,vid25,
train,tabular_008244,hot_02,
train,tabular_002159,cold_31,
train,tabular_006240,cold_15,
train,tabular_000629,vid21,
train,tabular_001555,cold_05,
train,tabular_007915,hot_35,
train,tabular_003758,vid22,
train,tabular_006511,vid7,
train,tabular_004901,vid1,
train,tabular_005527,vid24,
train,tabular_002377,vid13,
train,tabular_007404,cold_34,
train,tabular_001997,vid18,
train,tabular_006199,cold_25,
train,tabular_005609,vid30,
train,tabular_000854,hot_26,
train,tabular_004167,cold_22,
train,tabular_000047,cold_14,
train,tabular_003152,vid34,
train,tabular_000998,hot_19,
train,tabular_004885,vid34,
train,tabular_000199,cold_27,
train,tabular_002031,cold_23,
train,tabular_007837,hot_22,
train,tabular_002415,vid32,
train,tabular_003399,cold_15,
train,tabular_000037,vid25,
train,tabular_006128,vid12,
train,tabular_008046,vid34,
train,tabular_001628,cold_28,
train,tabular_003329,vid18,
train,tabular_009127,vid6,
train,tabular_006633,vid30,
train,tabular_003716,vid30,
train,tabular_002711,cold_19,
train,tabular_001394,cold_27,
train,tabular_006789,cold_31,
train,tabular_007791,cold_12,
train,tabular_008613,cold_07,
train,tabular_001816,vid23,
train,tabular_000828,vid25,
train,tabular_000932,cold_31,
train,tabular_005106,cold_32,
train,tabular_007938,vid14,
train,tabular_005010,hot_20,
train,tabular_006367,cold_32,
train,tabular_003290,vid3,
train,tabular_005369,vid14,
train,tabular_005234,vid10,
train,tabular_002424,cold_09,
train,tabular_004215,cold_01,
train,tabular_006333,hot_18,
train,tabular_004521,vid7,
train,tabular_001204,hot_21,
train,tabular_003011,hot_28,
train,tabular_005893,vid3,
train,tabular_001652,vid6,
train,tabular_002605,vid35,
train,tabular_007026,vid6,
train,tabular_004351,cold_08,
train,tabular_004700,vid34,
train,tabular_003280,cold_01,
train,tabular_005240,cold_14,
train,tabular_000665,vid9,
train,tabular_003311,vid9,
train,tabular_000484,cold_19,
train,tabular_005314,hot_25,
train,tabular_002309,vid9,
train,tabular_007021,cold_23,
train,tabular_000061,vid5,
train,tabular_001807,cold_18,
train,tabular_004745,cold_34,
train,tabular_005858,cold_25,
train,tabular_007350,vid10,
train,tabular_007543,cold_13,
train,tabular_008913,cold_24,
train,tabular_002062,vid18,
train,tabular_005178,vid14,
train,tabular_008538,hot_33,
train,tabular_001431,vid6,
train,tabular_000901,hot_02,
train,tabular_001388,vid15,
train,tabular_008389,cold_32,
train,tabular_001582,hot_21,
train,tabular_008117,vid23,
train,tabular_006185,vid9,
train,tabular_008608,vid11,
train,tabular_009229,vid22,
train,tabular_004750,cold_02,
train,tabular_005493,hot_23,
train,tabular_005181,vid16,
train,tabular_001912,cold_15,
train,tabular_002665,vid5,
train,tabular_002023,vid3,
train,tabular_001889,vid28,
train,tabular_006962,cold_29,
train,tabular_005233,cold_11,
train,tabular_008168,cold_04,
train,tabular_001511,cold_27,
train,tabular_006327,cold_16,
train,tabular_005188,vid19,
train,tabular_007959,cold_07,
train,tabular_000479,cold_16,
train,tabular_008586,cold_33,
train,tabular_005972,vid31,
train,tabular_003582,cold_04,
train,tabular_008373,vid26,
train,tabular_007416,vid1,
train,tabular_009117,vid35,
train,tabular_000457,cold_09,
train,tabular_008051,vid6,
train,tabular_000448,vid34,
train,tabular_008888,vid12,
train,tabular_004495,vid22,
train,tabular_001532,vid15,
train,tabular_000957,vid21,
train,tabular_001896,vid34,
train,tabular_005616,vid4,
train,tabular_006932,vid7,
train,tabular_001772,vid5,
train,tabular_007665,hot_30,
train,tabular_005974,vid32,
train,tabular_005528,vid25,
train,tabular_007777,vid5,
train,tabular_007308,vid20,
train,tabular_004319,hot_16,
train,tabular_005547,vid35,
train,tabular_003270,cold_29,
train,tabular_005008,hot_19,
train,tabular_004551,vid21,
train,tabular_001334,cold_04,
train,tabular_004517,cold_31,
train,tabular_005787,cold_28,
train,tabular_005604,vid28,
train,tabular_003322,vid12,
train,tabular_007365,vid18,
train,tabular_000960,vid23,
train,tabular_009179,vid32,
train,tabular_005559,vid10,
train,tabular_001653,vid7,
train,tabular_001174,vid20,
train,tabular_008447,vid30,
train,tabular_005659,vid22,
train,tabular_003686,vid18,
train,tabular_008126,cold_16,
train,tabular_003342,cold_23,
train,tabular_006836,vid2,
train,tabular_001569,vid32,
train,tabular_005988,vid9,
train,tabular_002646,hot_04,
train,tabular_003912,hot_06,
train,tabular_007208,cold_30,
train,tabular_003597,cold_13,
train,tabular_000048,cold_15,
train,tabular_007440,vid2,
train,tabular_008887,vid11,
train,tabular_006393,vid26,
train,tabular_007374,vid22,
train,tabular_007153,cold_10,
train,tabular_006385,vid21,
train,tabular_004192,vid9,
train,tabular_004911,vid16,
train,tabular_006664,vid15,
train,tabular_000764,cold_12,
train,tabular_003604,vid13,
train,tabular_008922,cold_29,
train,tabular_002826,vid29,
train,tabular_004505,hot_06,
train,tabular_002555,cold_10,
train,tabular_005495,vid6,
train,tabular_003742,cold_32,
train,tabular_005000,vid29,
train,tabular_000101,hot_21,
train,tabular_006164,vid30,
train,tabular_003801,hot_23,
train,tabular_007177,hot_31,
train,tabular_003233,vid1,
train,tabular_008044,vid31,
train,tabular_009205,cold_08,
train,tabular_005725,vid19,
train,tabular_005751,vid31,
train,tabular_002302,cold_07,
train,tabular_006892,cold_32,
train,tabular_008520,vid32,
train,tabular_002383,vid17,
train,tabular_002280,vid29,
train,tabular_007974,cold_10,
train,tabular_008409,vid1,
train,tabular_000188,vid4,
train,tabular_000258,vid6,
train,tabular_004337,vid10,
train,tabular_007370,cold_20,
train,tabular_009060,vid17,
train,tabular_005842,cold_14,
train,tabular_000230,vid22,
train,tabular_001535,vid16,
train,tabular_001210,vid4,
train,tabular_001309,cold_31,
train,tabular_002827,hot_25,
train,tabular_001550,cold_04,
train,tabular_008149,cold_27,
train,tabular_008711,vid28,
train,tabular_004278,cold_20,
train,tabular_001391,vid17,
train,tabular_006180,hot_32,
train,tabular_008158,cold_34,
train,tabular_008209,hot_26,
train,tabular_007381,cold_25,
train,tabular_008354,cold_18,
train,tabular_009072,cold_23,
train,tabular_001801,hot_19,
train,tabular_008909,cold_22,
train,tabular_001117,hot_05,
train,tabular_007476,cold_24,
train,tabular_002832,vid30,
train,tabular_005023,vid9,
train,tabular_006974,vid19,
train,tabular_003345,cold_25,
train,tabular_009086,vid23,
train,tabular_004818,vid34,
train,tabular_008420,cold_09,
train,tabular_008615,cold_08,
train,tabular_006095,vid28,
train,tabular_007658,cold_31,
train,tabular_001512,vid35,
train,tabular_005526,hot_28,
train,tabular_007176,vid3,
train,tabular_003961,cold_15,
train,tabular_001208,vid34,
train,tabular_000501,vid24,
train,tabular_003924,hot_10,
train,tabular_007734,vid15,
train,tabular_000958,hot_14,
train,tabular_005001,vid3,
train,tabular_002208,cold_12,
train,tabular_007761,vid26,
train,tabular_007305,vid19,
train,tabular_004577,vid31,
train,tabular_001175,vid21,
train,tabular_002784,hot_18,
train,tabular_007675,vid22,
train,tabular_002841,vid5,
train,tabular_002730,hot_17,
train,tabular_008276,cold_17,
train,tabular_004769,cold_09,
train,tabular_005806,vid30,
train,tabular_006732,vid11,
train,tabular_000140,vid15,
train,tabular_000002,vid1,
train,tabular_000963,vid25,
train,tabular_000518,vid34,
train,tabular_001041,vid25,
train,tabular_002701,cold_17,
train,tabular_000565,hot_23,
train,tabular_008884,cold_14,
train,tabular_003416,vid20,
train,tabular_001959,cold_33,
train,tabular_002375,vid12,
train,tabular_002169,vid35,
train,tabular_006833,cold_11,
train,tabular_008804,vid7,
train,tabular_008072,vid20,
train,tabular_004544,vid18,
train,tabular_001533,cold_32,
train,tabular_005312,cold_02,
train,tabular_003090,vid10,
train,tabular_002105,vid4,
train,tabular_003645,vid31,
train,tabular_000990,vid7,
train,tabular_003097,cold_22,
train,tabular_005830,cold_06,
train,tabular_000684,hot_34,
train,tabular_004918,cold_10,
train,tabular_006113,vid35,
train,tabular_000013,hot_03,
train,tabular_000875,hot_30,
train,tabular_007561,vid4,
train,tabular_008796,cold_14,
train,tabular_000890,hot_34,
train,tabular_004437,cold_05,
train,tabular_002340,vid23,
train,tabular_002300,hot_25,
train,tabular_009105,vid3,
train,tabular_004249,vid34,
train,tabular_005711,cold_03,
train,tabular_004265,hot_07,
train,tabular_002569,vid15,
train,tabular_000743,cold_05,
train,tabular_008803,cold_17,
train,tabular_007991,vid7,
train,tabular_008634,cold_15,
train,tabular_004246,hot_02,
train,tabular_003508,vid1,
train,tabular_008962,cold_17,
train,tabular_005738,cold_12,
train,tabular_005730,hot_18,
train,tabular_009171,cold_30,
train,tabular_008539,vid10,
train,tabular_006447,cold_32,
train,tabular_000412,cold_29,
train,tabular_000105,hot_22,
train,tabular_005085,hot_34,
train,tabular_007103,vid35,
train,tabular_005445,vid19,
train,tabular_008510,vid3,
train,tabular_003056,hot_32,
train,tabular_007976,cold_12,
train,tabular_006116,hot_25,
train,tabular_004080,vid29,
train,tabular_000023,vid19,
train,tabular_009096,cold_35,
train,tabular_004580,vid34,
train,tabular_007228,hot_05,
train,tabular_002650,cold_07,
train,tabular_008714,cold_12,
train,tabular_001382,hot_11,
train,tabular_004321,vid34,
train,tabular_001190,hot_17,
train,tabular_006809,cold_04,
train,tabular_002534,vid30,
train,tabular_008301,vid24,
train,tabular_001661,vid12,
train,tabular_006750,cold_13,
train,tabular_005142,vid30,
train,tabular_005824,cold_03,
train,tabular_000174,vid28,
train,tabular_001246,cold_11,
train,tabular_004754,hot_06,
train,tabular_000288,cold_19,
train,tabular_008216,cold_31,
train,tabular_009198,hot_15,
train,tabular_006118,vid6,
train,tabular_009064,cold_19,
train,tabular_002455,cold_17,
train,tabular_006052,hot_20,
train,tabular_006016,vid19,
train,tabular_000504,hot_10,
train,tabular_009043,vid9,
train,tabular_003594,vid10,
